season,week,celebrity_name,judge1,judge2,judge3,judge4,total_score
14,1,Gavin DeGraw,7.0,6.0,7.0,,20.0
14,2,Roshon Fegan,9.0,8.0,9.0,,26.0
14,2,Katherine Jenkins,9.0,8.0,9.0,,26.0
14,2,William Levy,9.0,7.0,9.0,,25.0
14,2,Maria Menounos,8.0,8.0,9.0,,25.0
14,2,Donald Driver,8.0,8.0,8.0,,24.0
14,2,Sherri Sheperd,8.0,7.0,8.0,,23.0
14,2,Jaleel White,7.0,7.0,8.0,,22.0
14,2,Jack Wagner,7.0,7.0,7.0,,21.0
14,2,Gavin DeGraw,7.0,7.0,7.0,,21.0
14,2,Melissa Gilbert,7.0,6.0,7.0,,20.0
14,2,Gladys Knight,7.0,5.0,7.0,,19.0
14,2,Martina Navratilova,6.0,5.0,6.0,,17.0
14,3,Katherine Jenkins,10.0,9.0,10.0,,29.0
14,3,William Levy,9.0,9.0,10.0,,28.0
14,3,Maria Menounos,9.0,9.0,9.0,,27.0
14,3,Donald Driver,9.0,8.0,9.0,,26.0
14,3,Jaleel White,9.0,8.0,8.0,,25.0
14,3,Roshon Fegan,8.0,8.0,9.0,,25.0
14,3,Jack Wagner,8.0,8.0,8.0,,24.0
14,3,Sherri Sheperd,8.0,8.0,8.0,,24.0
14,3,Melissa Gilbert,8.0,8.0,8.0,,24.0
14,3,Gavin DeGraw,8.0,8.0,8.0,,24.0
14,3,Gladys Knight,8.0,8.0,8.0,,24.0
14,4,Donald Driver,9.0,9.0,9.0,,27.0
14,4,Roshon Fegan,9.0,8.0,9.0,,26.0
14,4,Maria Menounos,9.0,8.0,9.0,,26.0
14,4,Katherine Jenkins,8.0,8.0,8.0,,24.0
14,4,Gavin DeGraw,8.0,8.0,7.0,,23.0
14,4,William Levy,7.0,7.0,8.0,,22.0
14,4,Jaleel White,8.0,7.0,7.0,,22.0
14,4,Melissa Gilbert,7.0,8.0,7.0,,22.0
14,4,Sherri Sheperd,7.0,7.0,7.0,,21.0
14,4,Gladys Knight,7.0,6.0,7.0,,20.0
14,5,William Levy,10.0,9.0,10.0,,29.0
14,5,Katherine Jenkins,10.0,9.0,10.0,,29.0
14,5,Donald Driver,10.0,8.0,9.0,,27.0
14,5,Maria Menounos,9.0,9.0,9.0,,27.0
14,5,Roshon Fegan,9.0,8.0,9.0,,26.0
14,5,Jaleel White,8.0,8.0,8.0,,24.0
14,5,Gladys Knight,7.0,7.0,8.0,,22.0
14,5,Melissa Gilbert,7.0,7.0,7.0,,21.0
14,5,Gavin DeGraw,6.0,6.0,7.0,,19.0
14,6,Katherine Jenkins,13.3333,12.3333,13.3333,,38.9999
14,6,Jaleel White,12.6666,11.6666,12.6666,,36.9998
14,6,William Levy,12.0,11.0,13.0,,36.0
14,6,Donald Driver,11.3333,11.3333,11.3333,,33.9999
14,6,Melissa Gilbert,10.0,10.0,10.0,,30.0
14,6,Maria Menounos,9.3333,10.3333,10.3333,,29.999899999999997
14,6,Roshon Fegan,8.6666,9.6666,9.6666,,27.9998
14,6,Gladys Knight,8.0,8.0,8.0,,24.0
14,7,Maria Menounos,10.0,9.0,9.5,,28.5
14,7,Katherine Jenkins,9.5,8.5,9.0,,27.0
14,7,William Levy,9.0,8.5,9.0,,26.5
14,7,Donald Driver,9.0,8.5,9.0,,26.5
14,7,Roshon Fegan,9.5,8.0,8.5,,26.0
14,7,Jaleel White,9.0,8.0,8.5,,25.5
14,7,Melissa Gilbert,8.0,7.5,8.0,,23.5
14,8,William Levy,9.5,9.5,9.5,,28.5
14,8,Roshon Fegan,9.5,9.0,9.5,,28.0
14,8,Donald Driver,9.5,9.0,9.0,,27.5
14,8,Katherine Jenkins,9.0,9.0,9.5,,27.5
14,8,Maria Menounos,9.5,7.5,9.5,,26.5
14,8,Melissa Gilbert,8.5,8.5,8.5,,25.5
14,9,Maria Menounos,10.0,9.5,10.0,,29.5
14,9,William Levy,9.5,9.5,10.0,,29.0
14,9,Donald Driver,9.5,9.0,10.0,,28.5
14,9,Katherine Jenkins,9.5,9.0,9.5,,28.0
14,10,Katherine Jenkins,10.0,10.0,10.0,,30.0
14,10,William Levy,10.0,9.6666,10.0,,29.666600000000003
14,10,Donald Driver,10.0,9.6666,10.0,,29.666600000000003
15,1,Emmitt Smith,8.0,8.5,8.0,,24.5
15,1,Gilles Marini,8.0,8.0,8.0,,24.0
15,1,Sabrina Bryan,7.5,7.5,7.5,,22.5
15,1,Apolo Anton Ohno,7.5,7.0,7.5,,22.0
15,1,Shawn Johnson,8.0,6.5,7.5,,22.0
15,1,Kelly Monaco,7.0,7.0,7.5,,21.5
15,1,Helio Castroneves,7.0,7.5,7.0,,21.5
15,1,Drew Lachey,7.0,7.0,7.5,,21.5
15,1,Melissa Rycroft,7.0,7.0,7.0,,21.0
15,1,Joey Fatone,6.5,7.0,7.0,,20.5
15,1,Bristol Palin,6.5,6.5,6.5,,19.5
15,1,Kirstie Alley,6.5,6.0,6.5,,19.0
15,1,Pamela Anderson,5.5,5.5,6.0,,17.0
15,2,Sabrina Bryan,9.0,8.5,8.5,,26.0
15,2,Gilles Marini,8.5,8.5,8.5,,25.5
15,2,Shawn Johnson,8.5,8.0,8.5,,25.0
15,2,Apolo Anton Ohno,8.5,8.0,8.0,,24.5
15,2,Melissa Rycroft,8.0,8.0,7.5,,23.5
15,2,Helio Castroneves,8.0,7.5,7.5,,23.0
15,2,Emmitt Smith,7.5,7.5,7.5,,22.5
15,2,Joey Fatone,7.5,7.5,7.5,,22.5
15,2,Drew Lachey,7.5,7.5,7.5,,22.5
15,2,Kelly Monaco,7.5,7.0,7.5,,22.0
15,2,Kirstie Alley,7.0,7.0,7.0,,21.0
15,2,Bristol Palin,6.0,6.0,6.0,,18.0
15,3,Kelly Monaco,9.0,9.0,9.0,,27.0
15,3,Melissa Rycroft,9.0,9.0,9.0,,27.0
15,3,Shawn Johnson,9.0,8.0,9.5,,26.5
15,3,Gilles Marini,8.5,8.5,8.5,,25.5
15,3,Sabrina Bryan,8.5,8.5,8.5,,25.5
15,3,Apolo Anton Ohno,9.0,8.0,8.5,,25.5
15,3,Helio Castroneves,8.5,8.5,8.5,,25.5
15,3,Emmitt Smith,8.5,8.0,8.5,,25.0
15,3,Kirstie Alley,8.0,8.0,8.0,,24.0
15,3,Drew Lachey,8.0,8.0,8.0,,24.0
15,3,Bristol Palin,7.5,7.5,7.5,,22.5
15,4,Gilles Marini,10.0,9.5,10.0,10.0,39.5
15,4,Shawn Johnson,10.0,9.5,10.0,10.0,39.5
15,4,Kelly Monaco,9.0,9.5,9.5,9.5,37.5
15,4,Melissa Rycroft,9.0,9.0,9.5,9.5,37.0
15,4,Emmitt Smith,9.0,9.0,9.0,9.0,36.0
15,4,Sabrina Bryan,9.0,9.0,8.5,9.0,35.5
15,4,Apolo Anton Ohno,8.5,9.0,8.5,8.5,34.5
15,4,Bristol Palin,8.0,8.0,8.0,8.0,32.0
15,4,Kirstie Alley,7.5,7.5,7.5,7.5,30.0
15,5,Sabrina Bryan,9.75,9.75,9.75,,29.25
15,5,Gilles Marini,9.5,9.25,9.5,,28.25
15,5,Apolo Anton Ohno,9.0,9.75,9.5,,28.25
15,5,Shawn Johnson,9.25,9.0,10.0,,28.25
15,5,Melissa Rycroft,9.25,9.5,9.5,,28.25
15,5,Emmitt Smith,9.25,9.25,9.5,,28.0
15,5,Kirstie Alley,8.75,8.75,8.75,,26.25
15,5,Kelly Monaco,8.5,8.5,8.75,,25.75
15,6,Sabrina Bryan,10.0,10.0,10.0,,30.0
15,6,Apolo Anton Ohno,10.0,10.0,10.0,,30.0
15,6,Melissa Rycroft,9.5,10.0,10.0,,29.5
15,6,Shawn Johnson,9.5,8.5,10.0,,28.0
15,6,Gilles Marini,9.0,9.0,9.5,,27.5
15,6,Kirstie Alley,9.5,8.5,9.5,,27.5
15,6,Kelly Monaco,9.0,9.0,9.0,,27.0
15,6,Emmitt Smith,8.5,8.5,9.5,,26.5
15,7,Melissa Rycroft,13.3333,12.8333,12.8333,,38.9999
15,7,Shawn Johnson,12.6666,12.6666,12.6666,,37.9998
15,7,Kelly Monaco,12.0,12.0,12.0,,36.0
15,7,Emmitt Smith,10.8333,11.8333,11.8333,,34.4999
15,7,Gilles Marini,11.1666,11.1666,11.1666,,33.4998
15,7,Apolo Anton Ohno,11.0,11.0,11.0,,33.0
15,7,Kirstie Alley,9.3333,9.3333,9.3333,,27.999899999999997
15,8,Melissa Rycroft,10.0,10.0,10.0,,30.0
15,8,Gilles Marini,9.5,10.0,9.7777,,29.2777
15,8,Apolo Anton Ohno,9.7777,9.5,10.0,,29.2777
15,8,Emmitt Smith,9.5,9.7777,9.7777,,29.0554
15,8,Kelly Monaco,9.5,9.3333,9.5,,28.3333
15,8,Shawn Johnson,10.0,8.3333,9.5,,27.8333
15,8,Kirstie Alley,8.5,8.5,8.5,,25.5
15,9,Shawn Johnson,9.5,10.0,10.0,,29.5
15,9,Melissa Rycroft,9.5,9.7777,9.5,,28.7777
15,9,Apolo Anton Ohno,9.3333,9.5,9.7777,,28.611
15,9,Kelly Monaco,8.7777,9.3333,9.0,,27.110999999999997
15,9,Emmitt Smith,9.0,9.0,9.0,,27.0
15,10,Melissa Rycroft,9.7777,9.7777,9.7777,,29.333099999999998
15,10,Kelly Monaco,9.6666,9.6666,9.7777,,29.1109
15,10,Shawn Johnson,9.6666,9.5,9.7777,,28.944300000000002
16,1,Zendaya,8.0,8.0,8.0,,24.0
16,1,Dorothy Hamill,7.0,7.0,7.0,,21.0
16,1,Alexandra Raisman,7.0,7.0,7.0,,21.0
16,1,Kellie Pickler,7.0,7.0,7.0,,21.0
16,1,Ingo Rademacher,7.0,6.0,7.0,,20.0
16,1,Jacoby Jones,7.0,6.0,7.0,,20.0
16,1,Sean Lowe,7.0,6.0,6.0,,19.0
16,1,Victor Ortiz,6.0,6.0,6.0,,18.0
16,1,Wynonna Judd,6.0,6.0,6.0,,18.0
16,1,Lisa Vanderpump,6.0,6.0,6.0,,18.0
16,1,Andy Dick,6.0,5.0,6.0,,17.0
16,1,D. L. Hughley,4.0,4.0,4.0,,12.0
16,2,Zendaya,9.0,8.0,9.0,,26.0
16,2,Kellie Pickler,9.0,8.0,9.0,,26.0
16,2,Alexandra Raisman,8.0,8.0,8.0,,24.0
16,2,Jacoby Jones,8.0,7.0,8.0,,23.0
16,2,Ingo Rademacher,6.0,7.0,7.0,,20.0
16,2,Andy Dick,7.0,6.0,7.0,,20.0
16,2,Sean Lowe,7.0,6.0,7.0,,20.0
16,2,Victor Ortiz,6.0,6.0,6.0,,18.0
16,2,Wynonna Judd,6.0,6.0,6.0,,18.0
16,2,Lisa Vanderpump,6.0,6.0,6.0,,18.0
16,2,D. L. Hughley,5.0,5.0,6.0,,16.0
16,2,Dorothy Hamill,5.0,5.0,5.0,,15.0
16,3,Zendaya,8.6666,8.6666,8.6666,,25.9998
16,3,Jacoby Jones,8.6666,8.6666,8.6666,,25.9998
16,3,Kellie Pickler,8.0,9.0,8.0,,25.0
16,3,Victor Ortiz,8.0,7.0,8.0,,23.0
16,3,Alexandra Raisman,7.0,8.0,8.0,,23.0
16,3,Ingo Rademacher,7.0,7.0,7.0,,21.0
16,3,Lisa Vanderpump,7.0,7.0,7.0,,21.0
16,3,Sean Lowe,7.0,7.0,7.0,,21.0
16,3,Andy Dick,6.0,6.0,6.0,,18.0
16,3,D. L. Hughley,6.0,5.0,5.0,,16.0
16,3,Wynonna Judd,5.0,5.0,5.0,,15.0
16,4,Alexandra Raisman,9.0,9.0,9.0,,27.0
16,4,Zendaya,9.0,8.0,9.0,,26.0
16,4,Kellie Pickler,9.0,8.0,9.0,,26.0
16,4,Jacoby Jones,8.0,8.0,8.0,,24.0
16,4,Ingo Rademacher,8.0,7.0,8.0,,23.0
16,4,D. L. Hughley,7.0,7.0,7.0,,21.0
16,4,Andy Dick,7.0,7.0,7.0,,21.0
16,4,Sean Lowe,6.0,7.0,7.0,,20.0
16,4,Victor Ortiz,6.0,6.0,6.0,,18.0
16,4,Lisa Vanderpump,6.0,6.0,6.0,,18.0
16,5,Zendaya,10.0,9.0,10.0,,29.0
16,5,Kellie Pickler,9.0,9.0,9.0,,27.0
16,5,Jacoby Jones,9.0,8.0,9.0,,26.0
16,5,Alexandra Raisman,8.0,8.0,9.0,,25.0
16,5,Sean Lowe,8.0,8.0,8.0,,24.0
16,5,Ingo Rademacher,7.0,7.0,7.0,,21.0
16,5,Victor Ortiz,7.0,7.0,7.0,,21.0
16,5,D. L. Hughley,6.0,6.0,6.0,,18.0
16,5,Andy Dick,6.0,6.0,6.0,,18.0
16,6,Kellie Pickler,8.5,9.5,9.0,,27.0
16,6,Alexandra Raisman,8.5,9.0,8.5,,26.0
16,6,Zendaya,8.5,8.5,8.5,,25.5
16,6,Ingo Rademacher,7.5,8.0,7.5,,23.0
16,6,Sean Lowe,7.5,8.0,7.5,,23.0
16,6,Jacoby Jones,7.5,7.5,7.5,,22.5
16,6,Andy Dick,7.0,7.5,7.0,,21.5
16,6,Victor Ortiz,6.5,7.0,6.5,,20.0
16,7,Alexandra Raisman,11.0,10.0,11.0,,32.0
16,7,Zendaya,10.0,10.0,10.0,,30.0
16,7,Kellie Pickler,9.0,10.0,10.0,,29.0
16,7,Jacoby Jones,9.0,9.0,9.0,,27.0
16,7,Ingo Rademacher,8.0,9.0,8.0,,25.0
16,7,Sean Lowe,8.0,8.0,8.0,,24.0
16,7,Andy Dick,5.0,6.0,6.0,,17.0
16,8,Zendaya,9.5,10.0,9.5,,29.0
16,8,Alexandra Raisman,9.0,9.5,9.5,,28.0
16,8,Kellie Pickler,9.5,8.0,10.0,,27.5
16,8,Jacoby Jones,8.5,9.0,8.5,,26.0
16,8,Ingo Rademacher,8.0,8.0,8.0,,24.0
16,8,Sean Lowe,7.0,7.0,7.0,,21.0
16,9,Alexandra Raisman,10.0,9.5,10.0,,29.5
16,9,Jacoby Jones,10.0,9.5,10.0,,29.5
16,9,Kellie Pickler,9.5,10.0,9.5,,29.0
16,9,Zendaya,9.0,9.0,9.5,,27.5
16,9,Ingo Rademacher,8.5,8.5,8.5,,25.5
16,10,Zendaya,10.0,10.0,10.0,,30.0
16,10,Kellie Pickler,10.0,10.0,10.0,,30.0
16,10,Alexandra Raisman,9.5,9.5,10.0,,29.0
16,10,Jacoby Jones,9.3333,9.3333,9.3333,,27.999899999999997
17,1,Amber Riley,9.0,9.0,9.0,,27.0
17,1,Elizabeth Berkley Lauren,8.0,8.0,8.0,,24.0
17,1,Corbin Bleu,8.0,8.0,8.0,,24.0
17,1,"Nicole ""Snooki"" Polizzi",8.0,8.0,7.0,,23.0
17,1,Jack Osbourne,8.0,8.0,7.0,,23.0
17,1,Brant Daugherty,7.0,8.0,7.0,,22.0
17,1,Christina Milian,7.0,7.0,8.0,,22.0
17,1,Valerie Harper,7.0,7.0,7.0,,21.0
17,1,Leah Remini,7.0,7.0,7.0,,21.0
17,1,Bill Engvall,6.0,6.0,6.0,,18.0
17,1,Keyshawn Johnson,6.0,5.0,6.0,,17.0
17,1,Bill Nye,5.0,4.0,5.0,,14.0
17,2,Corbin Bleu,9.0,8.0,9.0,,26.0
17,2,Elizabeth Berkley Lauren,8.0,9.0,8.0,,25.0
17,2,Christina Milian,9.0,8.0,8.0,,25.0
17,2,Leah Remini,8.0,8.0,8.0,,24.0
17,2,Amber Riley,8.0,8.0,8.0,,24.0
17,2,Jack Osbourne,8.0,8.0,8.0,,24.0
17,2,Brant Daugherty,8.0,7.0,8.0,,23.0
17,2,Bill Engvall,7.0,7.0,7.0,,21.0
17,2,"Nicole ""Snooki"" Polizzi",6.0,7.0,7.0,,20.0
17,2,Valerie Harper,6.0,6.0,7.0,,19.0
17,2,Keyshawn Johnson,6.0,6.0,6.0,,18.0
17,2,Bill Nye,6.0,5.0,6.0,,17.0
17,3,Brant Daugherty,9.0,9.0,9.0,,27.0
17,3,Corbin Bleu,9.0,8.0,9.0,,26.0
17,3,Christina Milian,9.0,8.0,9.0,,26.0
17,3,Elizabeth Berkley Lauren,8.0,9.0,8.0,,25.0
17,3,"Nicole ""Snooki"" Polizzi",9.0,8.0,8.0,,25.0
17,3,Leah Remini,8.0,8.0,8.0,,24.0
17,3,Amber Riley,8.0,8.0,8.0,,24.0
17,3,Bill Engvall,8.0,8.0,8.0,,24.0
17,3,Jack Osbourne,7.0,7.0,8.0,,22.0
17,3,Valerie Harper,6.0,5.0,5.0,,16.0
17,3,Bill Nye,6.0,5.0,5.0,,16.0
17,4,Elizabeth Berkley Lauren,9.0,9.0,9.0,,27.0
17,4,Corbin Bleu,9.0,9.0,9.0,,27.0
17,4,Amber Riley,9.0,9.0,9.0,,27.0
17,4,Leah Remini,8.0,8.0,8.0,,24.0
17,4,Christina Milian,8.0,8.0,8.0,,24.0
17,4,"Nicole ""Snooki"" Polizzi",8.0,8.0,8.0,,24.0
17,4,Jack Osbourne,8.0,8.0,8.0,,24.0
17,4,Brant Daugherty,7.0,7.0,7.0,,21.0
17,4,Bill Engvall,7.0,7.0,7.0,,21.0
17,4,Valerie Harper,6.0,6.0,6.0,,18.0
17,5,Corbin Bleu,9.0,9.0,10.0,,28.0
17,5,Christina Milian,9.0,10.0,9.0,,28.0
17,5,Brant Daugherty,9.0,9.0,9.0,,27.0
17,5,"Nicole ""Snooki"" Polizzi",9.0,9.0,9.0,,27.0
17,5,Jack Osbourne,9.0,9.0,9.0,,27.0
17,5,Elizabeth Berkley Lauren,8.0,9.0,9.0,,26.0
17,5,Amber Riley,9.0,7.0,10.0,,26.0
17,5,Bill Engvall,8.0,8.0,8.0,,24.0
17,5,Leah Remini,7.0,7.0,8.0,,22.0
17,6,Amber Riley,11.3333,9.3333,11.3333,,31.999899999999997
17,6,Elizabeth Berkley Lauren,10.6666,10.6666,10.6666,,31.9998
17,6,Brant Daugherty,10.0,11.0,10.0,,31.0
17,6,"Nicole ""Snooki"" Polizzi",10.0,10.0,10.0,,30.0
17,6,Leah Remini,9.3333,9.3333,9.3333,,27.999899999999997
17,6,Corbin Bleu,9.3333,8.3333,9.3333,,26.999899999999997
17,6,Jack Osbourne,8.6666,9.6666,8.6666,,26.9998
17,6,Bill Engvall,8.3333,8.3333,7.3333,,23.9999
17,7,Corbin Bleu,10.0,9.5,10.0,,29.5
17,7,Amber Riley,10.0,10.0,9.5,,29.5
17,7,Brant Daugherty,9.5,9.5,9.5,,28.5
17,7,Jack Osbourne,10.0,9.0,9.5,,28.5
17,7,Elizabeth Berkley Lauren,9.0,9.0,9.0,,27.0
17,7,"Nicole ""Snooki"" Polizzi",9.0,9.0,9.0,,27.0
17,7,Leah Remini,9.0,8.5,9.0,,26.5
17,7,Bill Engvall,8.5,8.0,8.5,,25.0
17,8,Corbin Bleu,10.0,10.0,10.0,,30.0
17,8,Jack Osbourne,10.0,10.0,10.0,,30.0
17,8,Leah Remini,9.0,10.0,9.0,,28.0
17,8,Amber Riley,9.0,9.0,10.0,,28.0
17,8,Brant Daugherty,9.0,9.0,9.0,,27.0
17,8,Elizabeth Berkley Lauren,8.0,9.0,8.0,,25.0
17,8,Bill Engvall,8.0,8.0,8.0,,24.0
17,9,Corbin Bleu,9.5,9.5,10.0,,29.0
17,9,Elizabeth Berkley Lauren,9.5,9.0,9.5,,28.0
17,9,Leah Remini,9.0,9.0,9.0,,27.0
17,9,Jack Osbourne,9.0,9.0,9.0,,27.0
17,9,Amber Riley,8.5,8.5,8.5,,25.5
17,9,Bill Engvall,7.0,7.0,7.0,,21.0
17,10,Amber Riley,10.0,10.0,9.5,10.0,39.5
17,10,Corbin Bleu,9.5,9.0,9.5,9.5,37.5
17,10,Jack Osbourne,9.0,8.5,9.0,9.0,35.5
17,10,Leah Remini,8.0,8.0,8.0,8.5,32.5
17,10,Bill Engvall,7.5,7.5,7.5,7.5,30.0
17,11,Amber Riley,10.4444,10.4444,10.4444,,31.333199999999998
17,11,Corbin Bleu,9.8888,9.8888,9.8888,,29.6664
17,11,Jack Osbourne,9.3333,9.3333,9.3333,,27.999899999999997
17,11,Bill Engvall,8.3333,8.8333,8.3333,,25.499899999999997
18,1,Charlie White,9.0,9.0,9.0,,27.0
18,1,Candace Cameron Bure,9.0,8.0,8.0,,25.0
18,1,Danica McKellar,8.0,8.0,8.0,,24.0
18,1,Amy Purdy,8.0,8.0,8.0,,24.0
18,1,Meryl Davis,8.0,8.0,8.0,,24.0
18,1,Cody Simpson,7.0,7.0,8.0,,22.0
18,1,James Maslow,7.0,7.0,7.0,,21.0
18,1,Drew Carey,7.0,7.0,7.0,,21.0
18,1,NeNe Leakes,7.0,7.0,7.0,,21.0
18,1,Sean Avery,7.0,6.0,7.0,,20.0
18,1,Diana Nyad,6.0,6.0,6.0,,18.0
18,1,Billy Dee Williams,5.0,5.0,5.0,,15.0
18,2,James Maslow,9.0,8.0,8.0,,25.0
18,2,Charlie White,9.0,7.0,9.0,,25.0
18,2,Meryl Davis,8.0,9.0,8.0,,25.0
18,2,Danica McKellar,8.0,8.0,8.0,,24.0
18,2,Amy Purdy,8.0,8.0,8.0,,24.0
18,2,Cody Simpson,7.0,7.0,8.0,,22.0
18,2,Candace Cameron Bure,7.0,7.0,7.0,,21.0
18,2,Sean Avery,7.0,7.0,7.0,,21.0
18,2,Drew Carey,7.0,7.0,7.0,,21.0
18,2,NeNe Leakes,7.0,7.0,7.0,,21.0
18,2,Billy Dee Williams,5.0,5.0,5.0,,15.0
18,3,Meryl Davis,10.0,9.0,10.0,10.0,39.0
18,3,Danica McKellar,9.0,9.0,9.0,9.0,36.0
18,3,James Maslow,9.0,9.0,9.0,9.0,36.0
18,3,Charlie White,9.0,9.0,9.0,9.0,36.0
18,3,Amy Purdy,9.0,9.0,9.0,9.0,36.0
18,3,Cody Simpson,9.0,8.0,9.0,9.0,35.0
18,3,Candace Cameron Bure,8.0,8.0,8.0,8.0,32.0
18,3,NeNe Leakes,8.0,7.0,8.0,8.0,31.0
18,3,Drew Carey,7.0,7.0,8.0,8.0,30.0
18,4,Meryl Davis,10.0,9.0,10.0,10.0,39.0
18,4,James Maslow,9.0,8.0,9.0,9.0,35.0
18,4,Amy Purdy,9.0,8.0,8.0,9.0,34.0
18,4,Charlie White,7.0,8.0,9.0,9.0,33.0
18,4,Drew Carey,8.0,8.0,9.0,8.0,33.0
18,4,Danica McKellar,8.0,8.0,8.0,8.0,32.0
18,4,NeNe Leakes,8.0,8.0,8.0,8.0,32.0
18,4,Cody Simpson,8.0,7.0,8.0,8.0,31.0
18,4,Candace Cameron Bure,7.0,7.0,7.0,7.0,28.0
18,5,James Maslow,10.0,10.0,10.0,10.0,40.0
18,5,Danica McKellar,10.0,9.0,10.0,10.0,39.0
18,5,Charlie White,9.0,10.0,9.0,9.0,37.0
18,5,Amy Purdy,9.0,9.0,10.0,9.0,37.0
18,5,Meryl Davis,9.0,9.0,9.0,9.0,36.0
18,5,NeNe Leakes,9.0,9.0,9.0,9.0,36.0
18,5,Candace Cameron Bure,8.0,9.0,9.0,9.0,35.0
18,5,Cody Simpson,9.0,8.0,8.0,9.0,34.0
18,5,Drew Carey,7.0,7.0,7.0,7.0,28.0
18,6,Meryl Davis,10.0,10.0,10.0,10.0,40.0
18,6,Amy Purdy,9.0,10.0,9.0,10.0,38.0
18,6,Danica McKellar,9.0,9.0,9.0,9.0,36.0
18,6,Charlie White,9.0,9.0,9.0,9.0,36.0
18,6,James Maslow,9.0,9.0,8.0,9.0,35.0
18,6,NeNe Leakes,8.0,9.0,8.0,8.0,33.0
18,6,Candace Cameron Bure,8.0,8.0,8.0,8.0,32.0
18,6,Drew Carey,8.0,9.0,7.0,8.0,32.0
18,7,Meryl Davis,10.0,10.0,9.0,10.0,39.0
18,7,Amy Purdy,9.5,9.5,9.0,9.5,37.5
18,7,Candace Cameron Bure,9.0,9.5,9.0,9.5,37.0
18,7,Danica McKellar,9.0,9.5,8.5,9.0,36.0
18,7,Charlie White,8.5,10.0,8.0,9.0,35.5
18,7,James Maslow,8.5,9.5,8.0,9.0,35.0
18,7,NeNe Leakes,8.0,9.0,7.5,8.5,33.0
18,8,Charlie White,10.0,10.0,10.0,10.0,40.0
18,8,Amy Purdy,10.0,10.0,10.0,10.0,40.0
18,8,Danica McKellar,10.0,9.0,9.0,10.0,38.0
18,8,James Maslow,8.0,9.0,10.0,9.0,36.0
18,8,Candace Cameron Bure,9.0,9.0,9.0,9.0,36.0
18,8,Meryl Davis,9.0,9.0,8.0,10.0,36.0
18,9,Meryl Davis,10.0,10.0,10.0,10.0,40.0
18,9,Amy Purdy,9.5,9.5,10.0,10.0,39.0
18,9,James Maslow,9.5,9.5,9.5,9.5,38.0
18,9,Charlie White,9.5,9.5,9.5,9.5,38.0
18,9,Candace Cameron Bure,8.5,9.5,9.5,8.5,36.0
18,10,Meryl Davis,10.0,10.0,10.0,,30.0
18,10,Amy Purdy,10.0,9.6666,10.0,,29.666600000000003
18,10,James Maslow,9.5,9.5,10.0,,29.0
18,10,Candace Cameron Bure,8.6666,8.6666,8.6666,,25.9998
19,1,Alfonso Ribeiro,9.0,9.0,9.0,9.0,36.0
19,1,Sadie Robertson,8.0,8.0,9.0,9.0,34.0
19,1,Lea Thompson,8.0,8.0,8.0,8.0,32.0
19,1,Bethany Mota,8.0,8.0,8.0,8.0,32.0
19,1,Randy Couture,8.0,7.0,8.0,8.0,31.0
19,1,Jonathan Bennett,8.0,7.0,7.0,8.0,30.0
19,1,Janel Parrish,7.0,7.0,7.0,8.0,29.0
19,1,Tavis Smiley,7.0,7.0,8.0,7.0,29.0
19,1,Tommy Chong,7.0,6.0,7.0,7.0,27.0
19,1,Antonio Sabato Jr.,6.0,6.0,6.0,7.0,25.0
19,1,Michael Waltrip,7.0,6.0,6.0,6.0,25.0
19,1,Lolo Jones,6.0,6.0,5.0,5.0,22.0
19,1,Betsey Johnson,5.0,5.0,5.0,5.0,20.0
19,2,Lea Thompson,9.0,8.0,9.0,9.0,35.0
19,2,Janel Parrish,9.0,8.0,8.0,9.0,34.0
19,2,Bethany Mota,8.0,9.0,8.0,8.0,33.0
19,2,Alfonso Ribeiro,8.0,8.0,8.0,8.0,32.0
19,2,Antonio Sabato Jr.,8.0,7.0,8.0,8.0,31.0
19,2,Sadie Robertson,8.0,7.0,8.0,8.0,31.0
19,2,Jonathan Bennett,7.0,7.0,8.0,8.0,30.0
19,2,Randy Couture,7.0,7.0,7.0,7.0,28.0
19,2,Tommy Chong,7.0,7.0,7.0,7.0,28.0
19,2,Betsey Johnson,7.0,7.0,7.0,7.0,28.0
19,2,Tavis Smiley,7.0,7.0,7.0,7.0,28.0
19,2,Michael Waltrip,6.0,6.0,6.0,6.0,24.0
19,3,Janel Parrish,10.0,10.0,10.0,10.0,40.0
19,3,Bethany Mota,10.0,10.0,10.0,10.0,40.0
19,3,Tommy Chong,8.0,10.0,8.0,8.0,34.0
19,3,Jonathan Bennett,8.0,8.0,8.0,8.0,32.0
19,3,Alfonso Ribeiro,8.0,8.0,8.0,8.0,32.0
19,3,Sadie Robertson,8.0,8.0,8.0,8.0,32.0
19,3,Lea Thompson,7.0,8.0,8.0,8.0,31.0
19,3,Antonio Sabato Jr.,7.0,7.0,7.0,8.0,29.0
19,3,Betsey Johnson,7.0,9.0,6.0,7.0,29.0
19,3,Michael Waltrip,7.0,7.0,7.0,7.0,28.0
19,3,Randy Couture,7.0,7.0,6.0,6.0,26.0
19,4,Alfonso Ribeiro,10.0,10.0,10.0,10.0,40.0
19,4,Lea Thompson,10.0,10.0,10.0,9.0,39.0
19,4,Sadie Robertson,9.0,10.0,9.0,9.0,37.0
19,4,Janel Parrish,9.0,9.0,9.0,9.0,36.0
19,4,Bethany Mota,8.0,8.0,8.0,9.0,33.0
