season,week,method,contestant,judge_total,estimated_votes_total,ballroom_partner,celebrity_industry,celebrity_homecountry/region,celebrity_age_during_season,vote_share,judge_share,normal
17,5,percent,"Nicole ""Snooki"" Polizzi",27,1199516,Sasha Farber,TV Personality,Chile,25,0.11995166,0.114893617,0.363636364
17,5,percent,Jack Osbourne,27,1183137,Cheryl Burke,TV Personality,England,27,0.118313759,0.114893617,0.818181818
17,7,percent,Brant Daugherty,28.5,1367608,Peta Murgatroyd,Actor/Actress,United States,28,0.136760855,0.128668172,0.454545455
17,7,percent,Elizabeth Berkley Lauren,27,1429767,Valentin Chmerkovskiy,Actor/Actress,United States,39,0.142976757,0.121896163,0.545454545
17,7,percent,Leah Remini,26.5,1450225,Tony Dovolani,Actor/Actress,United States,43,0.145022558,0.119638826,0.636363636
17,7,percent,Corbin Bleu,29.5,1340913,Karina Smirnoff,Actor/Actress,United States,24,0.134091354,0.133182844,0.909090909
17,7,percent,Amber Riley,29.5,1355669,Derek Hough,Actor/Actress,United States,27,0.135566954,0.133182844,1
17,7,percent,Bill Engvall,25,1527734,Emma Slater,Comedian,United States,56,0.152773461,0.112866817,0.727272727
17,7,percent,"Nicole ""Snooki"" Polizzi",27,166147,Sasha Farber,TV Personality,Chile,25,0.016614707,0.121896163,0.363636364
17,7,percent,Jack Osbourne,28.5,1361933,Cheryl Burke,TV Personality,England,27,0.136193354,0.128668172,0.818181818
17,8,percent,Brant Daugherty,27,215171,Peta Murgatroyd,Actor/Actress,United States,28,0.021517109,0.140625,0.454545455
17,8,percent,Elizabeth Berkley Lauren,25,1748335,Valentin Chmerkovskiy,Actor/Actress,United States,39,0.17483357,0.130208333,0.545454545
17,8,percent,Leah Remini,28,1579585,Tony Dovolani,Actor/Actress,United States,43,0.157958563,0.145833333,0.636363636
17,8,percent,Corbin Bleu,30,1529353,Karina Smirnoff,Actor/Actress,United States,24,0.152935361,0.15625,0.909090909
17,8,percent,Amber Riley,28,1596582,Derek Hough,Actor/Actress,United States,27,0.159658264,0.145833333,1
17,8,percent,Bill Engvall,24,1797394,Emma Slater,Comedian,United States,56,0.179739472,0.125,0.727272727
17,8,percent,Jack Osbourne,30,1533576,Cheryl Burke,TV Personality,England,27,0.153357661,0.15625,0.818181818
17,9,percent,Elizabeth Berkley Lauren,28,259592,Valentin Chmerkovskiy,Actor/Actress,United States,39,0.02595921,0.177777778,0.545454545
17,9,percent,Leah Remini,27,1872145,Tony Dovolani,Actor/Actress,United States,43,0.187214575,0.171428571,0.636363636
17,9,percent,Corbin Bleu,29,1747651,Karina Smirnoff,Actor/Actress,United States,24,0.17476517,0.184126984,0.909090909
17,9,percent,Amber Riley,25.5,1972158,Derek Hough,Actor/Actress,United States,27,0.197215879,0.161904762,1
17,9,percent,Bill Engvall,21,2266982,Emma Slater,Comedian,United States,56,0.226698291,0.133333333,0.727272727
17,9,percent,Jack Osbourne,27,1881468,Cheryl Burke,TV Personality,England,27,0.188146875,0.171428571,0.818181818
17,10,percent,Leah Remini,32.5,718532,Tony Dovolani,Actor/Actress,United States,43,0.044908258,0.185714286,0.636363636
17,10,percent,Corbin Bleu,37.5,3669979,Karina Smirnoff,Actor/Actress,United States,24,0.229373731,0.214285714,0.909090909
17,10,percent,Amber Riley,39.5,3567749,Derek Hough,Actor/Actress,United States,27,0.222984354,0.225714286,1
17,10,percent,Bill Engvall,30,4259349,Emma Slater,Comedian,United States,56,0.266209362,0.171428571,0.727272727
17,10,percent,Jack Osbourne,35.5,3784388,Cheryl Burke,TV Personality,England,27,0.236524294,0.202857143,0.818181818
17,11,percent,Corbin Bleu,29.6664,4959306,Karina Smirnoff,Actor/Actress,United States,24,0.309956664,0.259096554,0.909090909
17,11,percent,Amber Riley,31.3332,4789157,Derek Hough,Actor/Actress,United States,27,0.29932235,0.273653836,1
17,11,percent,Bill Engvall,25.4999,1146119,Emma Slater,Comedian,United States,56,0.071632446,0.222707717,0.727272727
17,11,percent,Jack Osbourne,27.9999,5105416,Cheryl Burke,TV Personality,England,27,0.31908854,0.244541893,0.818181818
18,1,percent,Billy Dee Williams,15,988174,Emma Slater,Actor/Actress,United States,76,0.109797172,0.057251908,0.1
18,1,percent,Danica McKellar,24,764073,Valentin Chmerkovskiy,Actor/Actress,United States,39,0.084897047,0.091603053,0.5
18,1,percent,James Maslow,21,811150,Peta Murgatroyd,Actor/Actress,United States,23,0.090127828,0.080152672,0.7
18,1,percent,Candace Cameron Bure,25,776497,Mark Ballas,Actor/Actress,United States,37,0.086277492,0.095419847,0.8
18,1,percent,Sean Avery,20,825300,Karina Smirnoff,Athlete,Canada,33,0.091700051,0.076335878,0
18,1,percent,Diana Nyad,18,109735,Henry Byalikov,Athlete,United States,64,0.012192785,0.06870229,-0.1
18,1,percent,Charlie White,27,774639,Sharna Burgess,Athlete,United States,26,0.086071048,0.103053435,0.6
18,1,percent,Amy Purdy,24,773723,Derek Hough,Athlete,United States,34,0.08596927,0.091603053,0.9
18,1,percent,Meryl Davis,24,777407,Maksim Chmerkoskiy,Athlete,United States,27,0.086378604,0.091603053,1
18,1,percent,Drew Carey,21,814549,Cheryl Burke,Comedian,United States,55,0.090505495,0.080152672,0.3
18,1,percent,Cody Simpson,22,780397,Witney Carson,Singer/Rapper,Australia,17,0.086710826,0.083969466,0.2
18,1,percent,NeNe Leakes,21,804351,Tony Dovolani,TV Personality,United States,46,0.089372383,0.080152672,0.4
18,2,percent,Billy Dee Williams,15,1133052,Emma Slater,Actor/Actress,United States,76,0.125894723,0.06147541,0.1
18,2,percent,Danica McKellar,24,843191,Valentin Chmerkovskiy,Actor/Actress,United States,39,0.093687931,0.098360656,0.5
18,2,percent,James Maslow,25,826642,Peta Murgatroyd,Actor/Actress,United States,23,0.091849152,0.102459016,0.7
18,2,percent,Candace Cameron Bure,21,909810,Mark Ballas,Actor/Actress,United States,37,0.101090045,0.086065574,0.8
18,2,percent,Sean Avery,21,92590,Karina Smirnoff,Athlete,Canada,33,0.010287782,0.086065574,0
18,2,percent,Charlie White,25,831137,Sharna Burgess,Athlete,United States,26,0.092348597,0.102459016,0.6
18,2,percent,Amy Purdy,24,845813,Derek Hough,Athlete,United States,34,0.093979264,0.098360656,0.9
18,2,percent,Meryl Davis,25,831171,Maksim Chmerkoskiy,Athlete,United States,27,0.092352374,0.102459016,1
18,2,percent,Drew Carey,21,907987,Cheryl Burke,Comedian,United States,55,0.100887489,0.086065574,0.3
18,2,percent,Cody Simpson,22,877192,Witney Carson,Singer/Rapper,Australia,17,0.097465821,0.090163934,0.2
18,2,percent,NeNe Leakes,21,901411,Tony Dovolani,TV Personality,United States,46,0.100156822,0.086065574,0.4
18,2,percent,nan,,0,,,,,0,,
18,5,percent,Danica McKellar,39,1171515,Valentin Chmerkovskiy,Actor/Actress,United States,39,0.117151535,0.121118012,0.5
18,5,percent,James Maslow,40,1135203,Peta Murgatroyd,Actor/Actress,United States,23,0.113520334,0.124223602,0.7
18,5,percent,Candace Cameron Bure,35,1235177,Mark Ballas,Actor/Actress,United States,37,0.123517737,0.108695652,0.8
18,5,percent,Charlie White,37,1195854,Sharna Burgess,Athlete,United States,26,0.119585436,0.114906832,0.6
18,5,percent,Amy Purdy,37,1208662,Derek Hough,Athlete,United States,34,0.120866236,0.114906832,0.9
18,5,percent,Meryl Davis,36,1234778,Maksim Chmerkoskiy,Athlete,United States,27,0.123477837,0.111801242,1
18,5,percent,Drew Carey,28,1454493,Cheryl Burke,Comedian,United States,55,0.145449344,0.086956522,0.3
18,5,percent,Cody Simpson,34,144746,Witney Carson,Singer/Rapper,Australia,17,0.014474604,0.105590062,0.2
18,5,percent,NeNe Leakes,36,1219569,Tony Dovolani,TV Personality,United States,46,0.121956937,0.111801242,0.4
18,6,percent,Danica McKellar,36,1364377,Valentin Chmerkovskiy,Actor/Actress,United States,39,0.136437741,0.127659574,0.5
18,6,percent,James Maslow,35,1401503,Peta Murgatroyd,Actor/Actress,United States,23,0.140150342,0.124113475,0.7
18,6,percent,Candace Cameron Bure,32,1500137,Mark Ballas,Actor/Actress,United States,37,0.150013745,0.113475177,0.8
18,6,percent,Charlie White,36,1387448,Sharna Burgess,Athlete,United States,26,0.138744842,0.127659574,0.6
18,6,percent,Amy Purdy,38,1357199,Derek Hough,Athlete,United States,34,0.135719941,0.134751773,0.9
18,6,percent,Meryl Davis,40,1339291,Maksim Chmerkoskiy,Athlete,United States,27,0.13392914,0.141843972,1
18,6,percent,Drew Carey,32,191054,Cheryl Burke,Comedian,United States,55,0.019105406,0.113475177,0.3
18,6,percent,NeNe Leakes,33,1458988,Tony Dovolani,TV Personality,United States,46,0.145898844,0.117021277,0.4
18,7,percent,Danica McKellar,36,1624869,Valentin Chmerkovskiy,Actor/Actress,United States,39,0.162486949,0.14229249,0.5
18,7,percent,James Maslow,35,1651626,Peta Murgatroyd,Actor/Actress,United States,23,0.16516265,0.138339921,0.7
18,7,percent,Candace Cameron Bure,37,1636679,Mark Ballas,Actor/Actress,United States,37,0.163667949,0.146245059,0.8
18,7,percent,Charlie White,35.5,1664599,Sharna Burgess,Athlete,United States,26,0.16645995,0.140316206,0.6
18,7,percent,Amy Purdy,37.5,1603074,Derek Hough,Athlete,United States,34,0.160307448,0.148221344,0.9
18,7,percent,Meryl Davis,39,1576240,Maksim Chmerkoskiy,Athlete,United States,27,0.157624047,0.154150198,1
18,7,percent,NeNe Leakes,33,242910,Tony Dovolani,TV Personality,United States,46,0.024291007,0.130434783,0.4
18,8,percent,Danica McKellar,38,278329,Valentin Chmerkovskiy,Actor/Actress,United States,39,0.027832906,0.168141593,0.5
18,8,percent,James Maslow,36,2009433,Peta Murgatroyd,Actor/Actress,United States,23,0.20094334,0.159292035,0.7
18,8,percent,Candace Cameron Bure,36,2005077,Mark Ballas,Actor/Actress,United States,37,0.20050774,0.159292035,0.8
18,8,percent,Charlie White,40,1841483,Sharna Burgess,Athlete,United States,26,0.184148337,0.17699115,0.6
18,8,percent,Amy Purdy,40,1855896,Derek Hough,Athlete,United States,34,0.185589637,0.17699115,0.9
18,8,percent,Meryl Davis,36,2009780,Maksim Chmerkoskiy,Athlete,United States,27,0.20097804,0.159292035,1
18,9,percent,James Maslow,38,2428224,Peta Murgatroyd,Actor/Actress,United States,23,0.242822449,0.19895288,0.7
18,9,percent,Candace Cameron Bure,36,2525072,Mark Ballas,Actor/Actress,United States,37,0.252507251,0.188481675,0.8
18,9,percent,Charlie White,38,404019,Sharna Burgess,Athlete,United States,26,0.040401908,0.19895288,0.6
18,9,percent,Amy Purdy,39,2355934,Derek Hough,Athlete,United States,34,0.235593447,0.204188482,0.9
18,9,percent,Meryl Davis,40,2286749,Maksim Chmerkoskiy,Athlete,United States,27,0.228674946,0.209424084,1
18,10,percent,James Maslow,29,984590,Peta Murgatroyd,Actor/Actress,United States,23,0.061536883,0.252907565,0.7
18,10,percent,Candace Cameron Bure,25.9998,5366744,Mark Ballas,Actor/Actress,United States,37,0.335421542,0.226742969,0.8
18,10,percent,Amy Purdy,29.6666,4854064,Derek Hough,Athlete,United States,34,0.303379038,0.258720951,0.9
18,10,percent,Meryl Davis,30,4794600,Maksim Chmerkoskiy,Athlete,United States,27,0.299662537,0.261628515,1
19,1,percent,Antonio Sabato Jr.,25,758667,Cheryl Burke,Actor/Actress,Italy,42,0.084296399,0.067204301,0.416666667
19,1,percent,Jonathan Bennett,30,728041,Allison Holker,Actor/Actress,United States,33,0.080893507,0.080645161,0.333333333
19,1,percent,Lea Thompson,32,709094,Artem Chigvintsev,Actor/Actress,United States,53,0.078788284,0.086021505,0.583333333
19,1,percent,Janel Parrish,29,724377,Valentin Chmerkovskiy,Actor/Actress,United States,25,0.080486396,0.077956989,0.833333333
19,1,percent,Alfonso Ribeiro,36,707407,Witney Carson,Actor/Actress,United States,42,0.078600839,0.096774194,1
19,1,percent,Lolo Jones,22,109863,Keo Motsepe,Athlete,United States,32,0.012207009,0.059139785,0
19,1,percent,Randy Couture,31,716689,Karina Smirnoff,Athlete,United States,51,0.079632173,0.083333333,0.166666667
19,1,percent,Tommy Chong,27,751529,Peta Murgatroyd,Comedian,Canada,76,0.083503287,0.072580645,0.666666667
19,1,percent,Betsey Johnson,20,874245,Tony Dovolani,Fashion Designer,United States,72,0.097138409,0.053763441,0.25
19,1,percent,Michael Waltrip,25,759356,Emma Slater,Racing Driver,United States,51,0.084372955,0.067204301,0.5
19,1,percent,Tavis Smiley,29,732925,Sharna Burgess,Radio Personality,United States,50,0.081436174,0.077956989,0.083333333
19,1,percent,Bethany Mota,32,715444,Derek Hough,Social Media Personality,United States,18,0.07949384,0.086021505,0.75
19,1,percent,Sadie Robertson,34,712356,Mark Ballas,TV Personality,United States,17,0.079150728,0.091397849,0.916666667
19,2,percent,Antonio Sabato Jr.,31,785630,Cheryl Burke,Actor/Actress,Italy,42,0.08729229,0.085635359,0.416666667
19,2,percent,Jonathan Bennett,30,802992,Allison Holker,Actor/Actress,United States,33,0.089221403,0.082872928,0.333333333
19,2,percent,Lea Thompson,35,766081,Artem Chigvintsev,Actor/Actress,United States,53,0.085120177,0.096685083,0.583333333
19,2,percent,Janel Parrish,34,769460,Valentin Chmerkovskiy,Actor/Actress,United States,25,0.085495622,0.093922652,0.833333333
19,2,percent,Alfonso Ribeiro,32,776000,Witney Carson,Actor/Actress,United States,42,0.086222289,0.08839779,1
19,2,percent,Randy Couture,28,834893,Karina Smirnoff,Athlete,United States,51,0.092765961,0.077348066,0.166666667
19,2,percent,Tommy Chong,28,854190,Peta Murgatroyd,Comedian,Canada,76,0.094910074,0.077348066,0.666666667
19,2,percent,Betsey Johnson,28,837532,Tony Dovolani,Fashion Designer,United States,72,0.093059183,0.077348066,0.25
19,2,percent,Michael Waltrip,24,942640,Emma Slater,Racing Driver,United States,51,0.104737859,0.066298343,0.5
19,2,percent,Tavis Smiley,28,82044,Sharna Burgess,Radio Personality,United States,50,0.009116007,0.077348066,0.083333333
19,2,percent,Bethany Mota,33,766300,Derek Hough,Social Media Personality,United States,18,0.085144511,0.091160221,0.75
19,2,percent,Sadie Robertson,31,782231,Mark Ballas,TV Personality,United States,17,0.086914623,0.085635359,0.916666667
19,3,percent,Antonio Sabato Jr.,29,911174,Cheryl Burke,Actor/Actress,Italy,42,0.101241612,0.082152975,0.416666667
19,3,percent,Jonathan Bennett,32,876075,Allison Holker,Actor/Actress,United States,33,0.097341721,0.090651558,0.333333333
19,3,percent,Lea Thompson,31,880123,Artem Chigvintsev,Actor/Actress,United States,53,0.097791499,0.087818697,0.583333333
19,3,percent,Janel Parrish,40,862730,Valentin Chmerkovskiy,Actor/Actress,United States,25,0.095858942,0.113314448,0.833333333
19,3,percent,Alfonso Ribeiro,32,880592,Witney Carson,Actor/Actress,United States,42,0.09784361,0.090651558,1
19,3,percent,Randy Couture,26,124334,Karina Smirnoff,Athlete,United States,51,0.013814897,0.073654391,0.166666667
19,3,percent,Tommy Chong,34,874317,Peta Murgatroyd,Comedian,Canada,76,0.097146387,0.09631728,0.666666667
19,3,percent,Betsey Johnson,29,925336,Tony Dovolani,Fashion Designer,United States,72,0.102815168,0.082152975,0.25
19,3,percent,Michael Waltrip,28,933692,Emma Slater,Racing Driver,United States,51,0.103743613,0.079320113,0.5
19,3,percent,Bethany Mota,40,851035,Derek Hough,Social Media Personality,United States,18,0.094559497,0.113314448,0.75
19,3,percent,Sadie Robertson,32,880587,Mark Ballas,TV Personality,United States,17,0.097843054,0.090651558,0.916666667
19,4,percent,Antonio Sabato Jr.,29,1019725,Cheryl Burke,Actor/Actress,Italy,42,0.113302828,0.090625,0.416666667
19,4,percent,Jonathan Bennett,24,1155942,Allison Holker,Actor/Actress,United States,33,0.128438057,0.075,0.333333333
19,4,percent,Lea Thompson,39,892999,Artem Chigvintsev,Actor/Actress,United States,53,0.099222155,0.121875,0.583333333
19,4,percent,Janel Parrish,36,912597,Valentin Chmerkovskiy,Actor/Actress,United States,25,0.101399712,0.1125,0.833333333
19,4,percent,Alfonso Ribeiro,40,884616,Witney Carson,Actor/Actress,United States,42,0.09829071,0.125,1
19,4,percent,Tommy Chong,28,1034370,Peta Murgatroyd,Comedian,Canada,76,0.114930051,0.0875,0.666666667
19,4,percent,Betsey Johnson,29,126170,Tony Dovolani,Fashion Designer,United States,72,0.014018895,0.090625,0.25
19,4,percent,Michael Waltrip,25,1118515,Emma Slater,Racing Driver,United States,51,0.1242795,0.078125,0.5
19,4,percent,Bethany Mota,33,954344,Derek Hough,Social Media Personality,United States,18,0.106038269,0.103125,0.75
19,4,percent,Sadie Robertson,37,900718,Mark Ballas,TV Personality,United States,17,0.100079822,0.115625,0.916666667
19,6,percent,Antonio Sabato Jr.,28,1348396,Cheryl Burke,Actor/Actress,Italy,42,0.134839654,0.09556314,0.416666667
19,6,percent,Jonathan Bennett,32,138591,Allison Holker,Actor/Actress,United States,33,0.013859106,0.109215017,0.333333333
19,6,percent,Lea Thompson,32,1240381,Artem Chigvintsev,Actor/Actress,United States,53,0.12403815,0.109215017,0.583333333
19,6,percent,Janel Parrish,33,1212289,Valentin Chmerkovskiy,Actor/Actress,United States,25,0.121228948,0.112627986,0.833333333
19,6,percent,Alfonso Ribeiro,39,1098648,Witney Carson,Actor/Actress,United States,42,0.109864844,0.133105802,1
19,6,percent,Tommy Chong,28,1357479,Peta Murgatroyd,Comedian,Canada,76,0.135747954,0.09556314,0.666666667
19,6,percent,Michael Waltrip,30,1296503,Emma Slater,Racing Driver,United States,51,0.129650352,0.102389078,0.5
19,6,percent,Bethany Mota,36,1146810,Derek Hough,Social Media Personality,United States,18,0.114681046,0.122866894,0.75
19,6,percent,Sadie Robertson,35,1160899,Mark Ballas,TV Personality,United States,17,0.116089946,0.119453925,0.916666667
19,7,percent,Antonio Sabato Jr.,29.5,192458,Cheryl Burke,Actor/Actress,Italy,42,0.019245808,0.114119923,0.416666667
19,7,percent,Lea Thompson,35,1355889,Artem Chigvintsev,Actor/Actress,United States,53,0.135588954,0.135396518,0.583333333
19,7,percent,Janel Parrish,33.5,1365175,Valentin Chmerkovskiy,Actor/Actress,United States,25,0.136517555,0.12959381,0.833333333
19,7,percent,Alfonso Ribeiro,34,1350129,Witney Carson,Actor/Actress,United States,42,0.135012954,0.131528046,1
19,7,percent,Tommy Chong,30,1457082,Peta Murgatroyd,Comedian,Canada,76,0.145708258,0.116054159,0.666666667
19,7,percent,Michael Waltrip,28,1536147,Emma Slater,Racing Driver,United States,51,0.153614761,0.108317215,0.5
19,7,percent,Bethany Mota,37.5,1318765,Derek Hough,Social Media Personality,United States,18,0.131876553,0.145067698,0.75
19,7,percent,Sadie Robertson,31,1424351,Mark Ballas,TV Personality,United States,17,0.142435157,0.119922631,0.916666667
19,8,percent,Lea Thompson,32,1673818,Artem Chigvintsev,Actor/Actress,United States,53,0.167381884,0.129032258,0.583333333
19,8,percent,Janel Parrish,43,1531729,Valentin Chmerkovskiy,Actor/Actress,United States,25,0.153172977,0.173387097,0.833333333
19,8,percent,Alfonso Ribeiro,41,1568108,Witney Carson,Actor/Actress,United States,42,0.156810878,0.165322581,1
19,8,percent,Tommy Chong,29,1749904,Peta Murgatroyd,Comedian,Canada,76,0.174990487,0.116935484,0.666666667
19,8,percent,Michael Waltrip,25,358701,Emma Slater,Racing Driver,United States,51,0.035870118,0.100806452,0.5
19,8,percent,Bethany Mota,40,1547971,Derek Hough,Social Media Personality,United States,18,0.154797177,0.161290323,0.75
19,8,percent,Sadie Robertson,38,1569764,Mark Ballas,TV Personality,United States,17,0.156976478,0.153225806,0.916666667
19,9,percent,Lea Thompson,35,290342,Artem Chigvintsev,Actor/Actress,United States,53,0.029034209,0.163551402,0.583333333
19,9,percent,Janel Parrish,38.5,1844353,Valentin Chmerkovskiy,Actor/Actress,United States,25,0.184435355,0.179906542,0.833333333
19,9,percent,Alfonso Ribeiro,38.5,1842013,Witney Carson,Actor/Actress,United States,42,0.184201355,0.179906542,1
19,9,percent,Tommy Chong,28.5,2252242,Peta Murgatroyd,Comedian,Canada,76,0.225224268,0.13317757,0.666666667
19,9,percent,Bethany Mota,37,1881024,Derek Hough,Social Media Personality,United States,18,0.188102456,0.172897196,0.75
19,9,percent,Sadie Robertson,36.5,1890023,Mark Ballas,TV Personality,United States,17,0.189002357,0.170560748,0.916666667
19,10,percent,Janel Parrish,39,3743386,Valentin Chmerkovskiy,Actor/Actress,United States,25,0.233961669,0.21369863,0.833333333
19,10,percent,Alfonso Ribeiro,37.5,3830509,Witney Carson,Actor/Actress,United States,42,0.239406857,0.205479452,1
19,10,percent,Tommy Chong,31,801042,Peta Murgatroyd,Comedian,Canada,76,0.050065134,0.169863014,0.666666667
19,10,percent,Bethany Mota,38,3776381,Derek Hough,Social Media Personality,United States,18,0.236023857,0.208219178,0.75
19,10,percent,Sadie Robertson,37,3848679,Mark Ballas,TV Personality,United States,17,0.240542483,0.202739726,0.916666667
19,11,percent,Janel Parrish,38.9998,5058379,Valentin Chmerkovskiy,Actor/Actress,United States,25,0.316148727,0.249466204,0.833333333
19,11,percent,Alfonso Ribeiro,40,4921703,Witney Carson,Actor/Actress,United States,42,0.307606476,0.255864085,1
19,11,percent,Bethany Mota,38,1034836,Derek Hough,Social Media Personality,United States,18,0.064677258,0.243070881,0.75
19,11,percent,Sadie Robertson,39.3332,4985080,Mark Ballas,TV Personality,United States,17,0.311567539,0.251598831,0.916666667
20,2,percent,Suzanne Somers,28,847073,Tony Dovolani,Actor/Actress,United States,68,0.094119285,0.080691643,0.272727273
20,2,percent,Willow Shields,32,742817,Mark Ballas,Actor/Actress,United States,14,0.082535277,0.09221902,0.454545455
20,2,percent,Riker Lynch,32,726904,Allison Holker,Actor/Actress,United States,23,0.080767165,0.09221902,0.909090909
20,2,percent,Rumer Willis,32,720039,Valentin Chmerkovskiy,Actor/Actress,United States,26,0.080004387,0.09221902,1
20,2,percent,Nastia Liukin,34,699649,Derek Hough,Athlete,Russia,25,0.07773883,0.097982709,0.727272727
20,2,percent,Michael Sam,28,819917,Peta Murgatroyd,Athlete,United States,25,0.09110195,0.080691643,0.181818182
20,2,percent,Robert Herjavec,28,828053,Kym Johnson,Entrepreneur,Croatia,52,0.09200595,0.080691643,0.545454545
20,2,percent,Charlotte McKinney,26,886955,Keo Motsepe,Model,United States,21,0.098550621,0.074927954,0.090909091
20,2,percent,Noah Galloway,27,849779,Sharna Burgess,Motivational Speaker,United States,33,0.094419952,0.077809798,0.818181818
20,2,percent,Redfoo,31,59165,Emma Slater,Singer/Rapper,United States,39,0.006573893,0.089337176,0
20,2,percent,Patti LaBelle,28,826730,Artem Chigvintsev,Singer/Rapper,United States,70,0.09185895,0.080691643,0.363636364
20,2,percent,Chris Soules,21,992913,Witney Carson,TV Personality,United States,33,0.11032374,0.060518732,0.636363636
20,3,percent,Suzanne Somers,25,915971,Tony Dovolani,Actor/Actress,United States,68,0.101774623,0.079872204,0.272727273
20,3,percent,Willow Shields,32,854654,Mark Ballas,Actor/Actress,United States,14,0.094961619,0.102236422,0.454545455
20,3,percent,Riker Lynch,34,848351,Allison Holker,Actor/Actress,United States,23,0.094261285,0.108626198,0.909090909
20,3,percent,Rumer Willis,33,850294,Valentin Chmerkovskiy,Actor/Actress,United States,26,0.094477174,0.10543131,1
20,3,percent,Nastia Liukin,34,861134,Derek Hough,Athlete,Russia,25,0.095681619,0.108626198,0.727272727
20,3,percent,Michael Sam,24,943846,Peta Murgatroyd,Athlete,United States,25,0.104871848,0.076677316,0.181818182
20,3,percent,Robert Herjavec,29,864959,Kym Johnson,Entrepreneur,Croatia,52,0.09610662,0.092651757,0.545454545
20,3,percent,Charlotte McKinney,22,139010,Keo Motsepe,Model,United States,21,0.015445566,0.07028754,0.090909091
20,3,percent,Noah Galloway,30,859562,Sharna Burgess,Motivational Speaker,United States,33,0.095506953,0.095846645,0.818181818
20,3,percent,Patti LaBelle,22,987835,Artem Chigvintsev,Singer/Rapper,United States,70,0.109759518,0.07028754,0.363636364
20,3,percent,Chris Soules,28,874378,Witney Carson,TV Personality,United States,33,0.097153176,0.089456869,0.636363636
20,4,percent,Suzanne Somers,28,1081511,Tony Dovolani,Actor/Actress,United States,68,0.120167956,0.086153846,0.272727273
20,4,percent,Willow Shields,39,915246,Mark Ballas,Actor/Actress,United States,14,0.101694056,0.12,0.454545455
20,4,percent,Riker Lynch,34,956442,Allison Holker,Actor/Actress,United States,23,0.106271392,0.104615385,0.909090909
20,4,percent,Rumer Willis,35,942618,Valentin Chmerkovskiy,Actor/Actress,United States,26,0.104735392,0.107692308,1
20,4,percent,Nastia Liukin,36,931222,Derek Hough,Athlete,Russia,25,0.103469169,0.110769231,0.727272727
20,4,percent,Michael Sam,30,115785,Peta Murgatroyd,Athlete,United States,25,0.012865007,0.092307692,0.181818182
20,4,percent,Robert Herjavec,34,946507,Kym Johnson,Entrepreneur,Croatia,52,0.105167503,0.104615385,0.545454545
20,4,percent,Noah Galloway,32,973599,Sharna Burgess,Motivational Speaker,United States,33,0.108177727,0.098461538,0.818181818
20,4,percent,Patti LaBelle,30,1025147,Artem Chigvintsev,Singer/Rapper,United States,70,0.113905286,0.092307692,0.363636364
20,4,percent,Chris Soules,27,1111918,Witney Carson,TV Personality,United States,33,0.123546513,0.083076923,0.636363636
20,5,percent,Suzanne Somers,28,171204,Tony Dovolani,Actor/Actress,United States,68,0.017120407,0.098939929,0.272727273
20,5,percent,Willow Shields,34,1141178,Mark Ballas,Actor/Actress,United States,14,0.114117846,0.120141343,0.454545455
20,5,percent,Riker Lynch,38,1117467,Allison Holker,Actor/Actress,United States,23,0.111746745,0.134275618,0.909090909
20,5,percent,Rumer Willis,39,1126981,Valentin Chmerkovskiy,Actor/Actress,United States,26,0.112698145,0.137809187,1
20,5,percent,Nastia Liukin,38,1111953,Derek Hough,Athlete,Russia,25,0.111195344,0.134275618,0.727272727
20,5,percent,Robert Herjavec,24,1413878,Kym Johnson,Entrepreneur,Croatia,52,0.141387857,0.084805654,0.545454545
20,5,percent,Noah Galloway,28,1283398,Sharna Burgess,Motivational Speaker,United States,33,0.128339851,0.098939929,0.818181818
20,5,percent,Patti LaBelle,27,1324235,Artem Chigvintsev,Singer/Rapper,United States,70,0.132423553,0.09540636,0.363636364
20,5,percent,Chris Soules,27,1309702,Witney Carson,TV Personality,United States,33,0.130970252,0.09540636,0.636363636
20,6,percent,Willow Shields,36.5,1368384,Mark Ballas,Actor/Actress,United States,14,0.136838455,0.128975265,0.454545455
20,6,percent,Riker Lynch,38,1349335,Allison Holker,Actor/Actress,United States,23,0.134933554,0.134275618,0.909090909
20,6,percent,Rumer Willis,35.5,1415061,Valentin Chmerkovskiy,Actor/Actress,United States,26,0.141506157,0.125441696,1
20,6,percent,Nastia Liukin,36.5,1373428,Derek Hough,Athlete,Russia,25,0.137342855,0.128975265,0.727272727
20,6,percent,Robert Herjavec,33.5,1463094,Kym Johnson,Entrepreneur,Croatia,52,0.146309459,0.118374558,0.545454545
20,6,percent,Noah Galloway,34,1444543,Sharna Burgess,Motivational Speaker,United States,33,0.144454358,0.120141343,0.818181818
20,6,percent,Patti LaBelle,34,169722,Artem Chigvintsev,Singer/Rapper,United States,70,0.016972207,0.120141343,0.363636364
20,6,percent,Chris Soules,35,1416429,Witney Carson,TV Personality,United States,33,0.141642957,0.123674912,0.636363636
20,7,percent,Willow Shields,39,190583,Mark Ballas,Actor/Actress,United States,14,0.019058306,0.153543307,0.454545455
20,7,percent,Riker Lynch,37,1588472,Allison Holker,Actor/Actress,United States,23,0.158847248,0.145669291,0.909090909
20,7,percent,Rumer Willis,37,1599785,Valentin Chmerkovskiy,Actor/Actress,United States,26,0.159978548,0.145669291,1
20,7,percent,Nastia Liukin,41,1447471,Derek Hough,Athlete,Russia,25,0.144747143,0.161417323,0.727272727
