season,week,method,contestant,judge_total,estimated_votes_total,ballroom_partner,celebrity_industry,celebrity_homecountry/region,celebrity_age_during_season
19,2,percent,Randy Couture,28,834893,Karina Smirnoff,Athlete,United States,51
19,2,percent,Tommy Chong,28,854190,Peta Murgatroyd,Comedian,Canada,76
19,2,percent,Betsey Johnson,28,837532,Tony Dovolani,Fashion Designer,United States,72
19,2,percent,Michael Waltrip,24,942640,Emma Slater,Racing Driver,United States,51
19,2,percent,Tavis Smiley,28,82044,Sharna Burgess,Radio Personality,United States,50
19,2,percent,Bethany Mota,33,766300,Derek Hough,Social Media Personality,United States,18
19,2,percent,Sadie Robertson,31,782231,Mark Ballas,TV Personality,United States,17
19,3,percent,Antonio Sabato Jr.,29,911174,Cheryl Burke,Actor/Actress,Italy,42
19,3,percent,Jonathan Bennett,32,876075,Allison Holker,Actor/Actress,United States,33
19,3,percent,Lea Thompson,31,880123,Artem Chigvintsev,Actor/Actress,United States,53
19,3,percent,Janel Parrish,40,862730,Valentin Chmerkovskiy,Actor/Actress,United States,25
19,3,percent,Alfonso Ribeiro,32,880592,Witney Carson,Actor/Actress,United States,42
19,3,percent,Randy Couture,26,124334,Karina Smirnoff,Athlete,United States,51
19,3,percent,Tommy Chong,34,874317,Peta Murgatroyd,Comedian,Canada,76
19,3,percent,Betsey Johnson,29,925336,Tony Dovolani,Fashion Designer,United States,72
19,3,percent,Michael Waltrip,28,933692,Emma Slater,Racing Driver,United States,51
19,3,percent,Bethany Mota,40,851035,Derek Hough,Social Media Personality,United States,18
19,3,percent,Sadie Robertson,32,880587,Mark Ballas,TV Personality,United States,17
19,4,percent,Antonio Sabato Jr.,29,1019725,Cheryl Burke,Actor/Actress,Italy,42
19,4,percent,Jonathan Bennett,24,1155942,Allison Holker,Actor/Actress,United States,33
19,4,percent,Lea Thompson,39,892999,Artem Chigvintsev,Actor/Actress,United States,53
19,4,percent,Janel Parrish,36,912597,Valentin Chmerkovskiy,Actor/Actress,United States,25
19,4,percent,Alfonso Ribeiro,40,884616,Witney Carson,Actor/Actress,United States,42
19,4,percent,Tommy Chong,28,1034370,Peta Murgatroyd,Comedian,Canada,76
19,4,percent,Betsey Johnson,29,126170,Tony Dovolani,Fashion Designer,United States,72
19,4,percent,Michael Waltrip,25,1118515,Emma Slater,Racing Driver,United States,51
19,4,percent,Bethany Mota,33,954344,Derek Hough,Social Media Personality,United States,18
19,4,percent,Sadie Robertson,37,900718,Mark Ballas,TV Personality,United States,17
19,6,percent,Antonio Sabato Jr.,28,1348396,Cheryl Burke,Actor/Actress,Italy,42
19,6,percent,Jonathan Bennett,32,138591,Allison Holker,Actor/Actress,United States,33
19,6,percent,Lea Thompson,32,1240381,Artem Chigvintsev,Actor/Actress,United States,53
19,6,percent,Janel Parrish,33,1212289,Valentin Chmerkovskiy,Actor/Actress,United States,25
19,6,percent,Alfonso Ribeiro,39,1098648,Witney Carson,Actor/Actress,United States,42
19,6,percent,Tommy Chong,28,1357479,Peta Murgatroyd,Comedian,Canada,76
19,6,percent,Michael Waltrip,30,1296503,Emma Slater,Racing Driver,United States,51
19,6,percent,Bethany Mota,36,1146810,Derek Hough,Social Media Personality,United States,18
19,6,percent,Sadie Robertson,35,1160899,Mark Ballas,TV Personality,United States,17
19,7,percent,Antonio Sabato Jr.,29.5,192458,Cheryl Burke,Actor/Actress,Italy,42
19,7,percent,Lea Thompson,35,1355889,Artem Chigvintsev,Actor/Actress,United States,53
19,7,percent,Janel Parrish,33.5,1365175,Valentin Chmerkovskiy,Actor/Actress,United States,25
19,7,percent,Alfonso Ribeiro,34,1350129,Witney Carson,Actor/Actress,United States,42
19,7,percent,Tommy Chong,30,1457082,Peta Murgatroyd,Comedian,Canada,76
19,7,percent,Michael Waltrip,28,1536147,Emma Slater,Racing Driver,United States,51
19,7,percent,Bethany Mota,37.5,1318765,Derek Hough,Social Media Personality,United States,18
19,7,percent,Sadie Robertson,31,1424351,Mark Ballas,TV Personality,United States,17
19,8,percent,Lea Thompson,32,1673818,Artem Chigvintsev,Actor/Actress,United States,53
19,8,percent,Janel Parrish,43,1531729,Valentin Chmerkovskiy,Actor/Actress,United States,25
19,8,percent,Alfonso Ribeiro,41,1568108,Witney Carson,Actor/Actress,United States,42
19,8,percent,Tommy Chong,29,1749904,Peta Murgatroyd,Comedian,Canada,76
19,8,percent,Michael Waltrip,25,358701,Emma Slater,Racing Driver,United States,51
19,8,percent,Bethany Mota,40,1547971,Derek Hough,Social Media Personality,United States,18
19,8,percent,Sadie Robertson,38,1569764,Mark Ballas,TV Personality,United States,17
19,9,percent,Lea Thompson,35,290342,Artem Chigvintsev,Actor/Actress,United States,53
19,9,percent,Janel Parrish,38.5,1844353,Valentin Chmerkovskiy,Actor/Actress,United States,25
19,9,percent,Alfonso Ribeiro,38.5,1842013,Witney Carson,Actor/Actress,United States,42
19,9,percent,Tommy Chong,28.5,2252242,Peta Murgatroyd,Comedian,Canada,76
19,9,percent,Bethany Mota,37,1881024,Derek Hough,Social Media Personality,United States,18
19,9,percent,Sadie Robertson,36.5,1890023,Mark Ballas,TV Personality,United States,17
19,10,percent,Janel Parrish,39,3743386,Valentin Chmerkovskiy,Actor/Actress,United States,25
19,10,percent,Alfonso Ribeiro,37.5,3830509,Witney Carson,Actor/Actress,United States,42
19,10,percent,Tommy Chong,31,801042,Peta Murgatroyd,Comedian,Canada,76
19,10,percent,Bethany Mota,38,3776381,Derek Hough,Social Media Personality,United States,18
19,10,percent,Sadie Robertson,37,3848679,Mark Ballas,TV Personality,United States,17
19,11,percent,Janel Parrish,38.9998,5058379,Valentin Chmerkovskiy,Actor/Actress,United States,25
19,11,percent,Alfonso Ribeiro,40,4921703,Witney Carson,Actor/Actress,United States,42
19,11,percent,Bethany Mota,38,1034836,Derek Hough,Social Media Personality,United States,18
19,11,percent,Sadie Robertson,39.3332,4985080,Mark Ballas,TV Personality,United States,17
20,2,percent,Suzanne Somers,28,847073,Tony Dovolani,Actor/Actress,United States,68
20,2,percent,Willow Shields,32,742817,Mark Ballas,Actor/Actress,United States,14
20,2,percent,Riker Lynch,32,726904,Allison Holker,Actor/Actress,United States,23
20,2,percent,Rumer Willis,32,720039,Valentin Chmerkovskiy,Actor/Actress,United States,26
20,2,percent,Nastia Liukin,34,699649,Derek Hough,Athlete,Russia,25
20,2,percent,Michael Sam,28,819917,Peta Murgatroyd,Athlete,United States,25
20,2,percent,Robert Herjavec,28,828053,Kym Johnson,Entrepreneur,Croatia,52
20,2,percent,Charlotte McKinney,26,886955,Keo Motsepe,Model,United States,21
20,2,percent,Noah Galloway,27,849779,Sharna Burgess,Motivational Speaker,United States,33
20,2,percent,Redfoo,31,59165,Emma Slater,Singer/Rapper,United States,39
20,2,percent,Patti LaBelle,28,826730,Artem Chigvintsev,Singer/Rapper,United States,70
20,2,percent,Chris Soules,21,992913,Witney Carson,TV Personality,United States,33
20,3,percent,Suzanne Somers,25,915971,Tony Dovolani,Actor/Actress,United States,68
20,3,percent,Willow Shields,32,854654,Mark Ballas,Actor/Actress,United States,14
20,3,percent,Riker Lynch,34,848351,Allison Holker,Actor/Actress,United States,23
20,3,percent,Rumer Willis,33,850294,Valentin Chmerkovskiy,Actor/Actress,United States,26
20,3,percent,Nastia Liukin,34,861134,Derek Hough,Athlete,Russia,25
20,3,percent,Michael Sam,24,943846,Peta Murgatroyd,Athlete,United States,25
20,3,percent,Robert Herjavec,29,864959,Kym Johnson,Entrepreneur,Croatia,52
20,3,percent,Charlotte McKinney,22,139010,Keo Motsepe,Model,United States,21
20,3,percent,Noah Galloway,30,859562,Sharna Burgess,Motivational Speaker,United States,33
20,3,percent,Patti LaBelle,22,987835,Artem Chigvintsev,Singer/Rapper,United States,70
20,3,percent,Chris Soules,28,874378,Witney Carson,TV Personality,United States,33
20,4,percent,Suzanne Somers,28,1081511,Tony Dovolani,Actor/Actress,United States,68
20,4,percent,Willow Shields,39,915246,Mark Ballas,Actor/Actress,United States,14
20,4,percent,Riker Lynch,34,956442,Allison Holker,Actor/Actress,United States,23
20,4,percent,Rumer Willis,35,942618,Valentin Chmerkovskiy,Actor/Actress,United States,26
20,4,percent,Nastia Liukin,36,931222,Derek Hough,Athlete,Russia,25
20,4,percent,Michael Sam,30,115785,Peta Murgatroyd,Athlete,United States,25
20,4,percent,Robert Herjavec,34,946507,Kym Johnson,Entrepreneur,Croatia,52
20,4,percent,Noah Galloway,32,973599,Sharna Burgess,Motivational Speaker,United States,33
20,4,percent,Patti LaBelle,30,1025147,Artem Chigvintsev,Singer/Rapper,United States,70
20,4,percent,Chris Soules,27,1111918,Witney Carson,TV Personality,United States,33
20,5,percent,Suzanne Somers,28,171204,Tony Dovolani,Actor/Actress,United States,68
20,5,percent,Willow Shields,34,1141178,Mark Ballas,Actor/Actress,United States,14
20,5,percent,Riker Lynch,38,1117467,Allison Holker,Actor/Actress,United States,23
20,5,percent,Rumer Willis,39,1126981,Valentin Chmerkovskiy,Actor/Actress,United States,26
20,5,percent,Nastia Liukin,38,1111953,Derek Hough,Athlete,Russia,25
20,5,percent,Robert Herjavec,24,1413878,Kym Johnson,Entrepreneur,Croatia,52
20,5,percent,Noah Galloway,28,1283398,Sharna Burgess,Motivational Speaker,United States,33
20,5,percent,Patti LaBelle,27,1324235,Artem Chigvintsev,Singer/Rapper,United States,70
20,5,percent,Chris Soules,27,1309702,Witney Carson,TV Personality,United States,33
20,6,percent,Willow Shields,36.5,1368384,Mark Ballas,Actor/Actress,United States,14
20,6,percent,Riker Lynch,38,1349335,Allison Holker,Actor/Actress,United States,23
20,6,percent,Rumer Willis,35.5,1415061,Valentin Chmerkovskiy,Actor/Actress,United States,26
20,6,percent,Nastia Liukin,36.5,1373428,Derek Hough,Athlete,Russia,25
20,6,percent,Robert Herjavec,33.5,1463094,Kym Johnson,Entrepreneur,Croatia,52
20,6,percent,Noah Galloway,34,1444543,Sharna Burgess,Motivational Speaker,United States,33
20,6,percent,Patti LaBelle,34,169722,Artem Chigvintsev,Singer/Rapper,United States,70
20,6,percent,Chris Soules,35,1416429,Witney Carson,TV Personality,United States,33
20,7,percent,Willow Shields,39,190583,Mark Ballas,Actor/Actress,United States,14
20,7,percent,Riker Lynch,37,1588472,Allison Holker,Actor/Actress,United States,23
20,7,percent,Rumer Willis,37,1599785,Valentin Chmerkovskiy,Actor/Actress,United States,26
20,7,percent,Nastia Liukin,41,1447471,Derek Hough,Athlete,Russia,25
20,7,percent,Robert Herjavec,31,1826598,Kym Johnson,Entrepreneur,Croatia,52
20,7,percent,Noah Galloway,38,1526706,Sharna Burgess,Motivational Speaker,United States,33
20,7,percent,Chris Soules,31,1820382,Witney Carson,TV Personality,United States,33
20,8,percent,Riker Lynch,39,2162530,Allison Holker,Actor/Actress,United States,23
20,8,percent,Rumer Willis,40,2137639,Valentin Chmerkovskiy,Actor/Actress,United States,26
20,8,percent,Nastia Liukin,38,2210432,Derek Hough,Athlete,Russia,25
20,8,percent,Robert Herjavec,31,506381,Kym Johnson,Entrepreneur,Croatia,52
20,8,percent,Noah Galloway,31.5,2491073,Sharna Burgess,Motivational Speaker,United States,33
20,8,percent,Chris Soules,32,491945,Witney Carson,TV Personality,United States,33
20,9,percent,Riker Lynch,40,3058279,Allison Holker,Actor/Actress,United States,23
20,9,percent,Rumer Willis,39,3139760,Valentin Chmerkovskiy,Actor/Actress,United States,26
20,9,percent,Nastia Liukin,40,611981,Derek Hough,Athlete,Russia,25
20,9,percent,Noah Galloway,38,3189978,Sharna Burgess,Motivational Speaker,United States,33
20,10,percent,Riker Lynch,40,4215892,Allison Holker,Actor/Actress,United States,23
20,10,percent,Rumer Willis,40,9883235,Valentin Chmerkovskiy,Actor/Actress,United States,26
20,10,percent,Noah Galloway,36,1900871,Sharna Burgess,Motivational Speaker,United States,33
21,2,percent,Gary Busey,16.5,716349,Anna Trebunskaya,Actor/Actress,United States,71
21,2,percent,Alexa PenaVega,23,592395,Mark Ballas,Actor/Actress,United States,27
21,2,percent,Carlos PenaVega,22.5,590751,Witney Carson,Actor/Actress,United States,26
21,2,percent,Victor Espinoza,18.5,79808,Karina Smirnoff,Athlete,Mexico,43
21,2,percent,Alek Skarlatos,22.5,601218,Lindsay Arnold,Military,United States,22
21,2,percent,Chaka Khan,15,119885,Keo Motsepe,Singer/Rapper,United States,62
21,2,percent,Andy Grammer,22,600130,Allison Holker,Singer/Rapper,United States,31
21,2,percent,Tamar Braxton,24.5,573015,Valentin Chmerkovskiy,Singer/Rapper,United States,38
21,2,percent,Nick Carter,22.5,592393,Sharna Burgess,Singer/Rapper,United States,35
21,2,percent,Hayes Grier,22.5,601432,Emma Slater,Social Media Personality,United States,15
21,2,percent,Bindi Irwin,24,587040,Derek Hough,TV Personality,Australia,17
21,2,percent,Kim Zolciak-Biermann,18.5,678844,Tony Dovolani,TV Personality,United States,37
21,2,percent,Paula Deen,18.5,666740,Louis van Amstel,TV Personality,United States,68
21,4,percent,Gary Busey,16,152576,Anna Trebunskaya,Actor/Actress,United States,71
21,4,percent,Alexa PenaVega,21,791112,Mark Ballas,Actor/Actress,United States,27
21,4,percent,Carlos PenaVega,25,744296,Witney Carson,Actor/Actress,United States,26
21,4,percent,Alek Skarlatos,24,752802,Lindsay Arnold,Military,United States,22
21,4,percent,Andy Grammer,23,760629,Allison Holker,Singer/Rapper,United States,31
21,4,percent,Tamar Braxton,27,744707,Valentin Chmerkovskiy,Singer/Rapper,United States,38
21,4,percent,Nick Carter,27,732859,Sharna Burgess,Singer/Rapper,United States,35
21,4,percent,Hayes Grier,27,744074,Emma Slater,Social Media Personality,United States,15
21,4,percent,Bindi Irwin,28,745066,Derek Hough,TV Personality,Australia,17
21,4,percent,Paula Deen,18,831874,Louis van Amstel,TV Personality,United States,68
21,6,percent,Alexa PenaVega,30,1011983,Mark Ballas,Actor/Actress,United States,27
21,6,percent,Carlos PenaVega,38,957651,Witney Carson,Actor/Actress,United States,26
21,6,percent,Alek Skarlatos,30,1015155,Lindsay Arnold,Military,United States,22
21,6,percent,Andy Grammer,40,949977,Allison Holker,Singer/Rapper,United States,31
21,6,percent,Tamar Braxton,40,953077,Valentin Chmerkovskiy,Singer/Rapper,United States,38
21,6,percent,Nick Carter,39,955257,Sharna Burgess,Singer/Rapper,United States,35
21,6,percent,Hayes Grier,32,1003076,Emma Slater,Social Media Personality,United States,15
21,6,percent,Bindi Irwin,40,952968,Derek Hough,TV Personality,Australia,17
21,6,percent,Paula Deen,24,200852,Louis van Amstel,TV Personality,United States,68
21,7,percent,Alexa PenaVega,27.5,1143456,Mark Ballas,Actor/Actress,United States,27
21,7,percent,Carlos PenaVega,28,1095289,Witney Carson,Actor/Actress,United States,26
21,7,percent,Alek Skarlatos,26.5,1157996,Lindsay Arnold,Military,United States,22
21,7,percent,Andy Grammer,28,1100636,Allison Holker,Singer/Rapper,United States,31
21,7,percent,Tamar Braxton,27,1143855,Valentin Chmerkovskiy,Singer/Rapper,United States,38
21,7,percent,Nick Carter,27,1142872,Sharna Burgess,Singer/Rapper,United States,35
21,7,percent,Hayes Grier,28,124738,Emma Slater,Social Media Personality,United States,15
21,7,percent,Bindi Irwin,29,1091154,Derek Hough,TV Personality,Australia,17
21,8,percent,Alexa PenaVega,26.9998,1314770,Mark Ballas,Actor/Actress,United States,27
21,8,percent,Carlos PenaVega,28.9998,1271761,Witney Carson,Actor/Actress,United States,26
21,8,percent,Alek Skarlatos,25,1383698,Lindsay Arnold,Military,United States,22
21,8,percent,Andy Grammer,23.9998,213947,Allison Holker,Singer/Rapper,United States,31
21,8,percent,Tamar Braxton,28,1288379,Valentin Chmerkovskiy,Singer/Rapper,United States,38
21,8,percent,Nick Carter,33,1228902,Sharna Burgess,Singer/Rapper,United States,35
21,8,percent,Bindi Irwin,28,1298538,Derek Hough,TV Personality,Australia,17
21,9,percent,Alexa PenaVega,30,201970,Mark Ballas,Actor/Actress,United States,27
21,9,percent,Carlos PenaVega,27,1552544,Witney Carson,Actor/Actress,United States,26
21,9,percent,Alek Skarlatos,25.5,1623841,Lindsay Arnold,Military,United States,22
21,9,percent,Tamar Braxton,24.5,1688345,Valentin Chmerkovskiy,Singer/Rapper,United States,38
21,9,percent,Nick Carter,27.5,1538824,Sharna Burgess,Singer/Rapper,United States,35
21,9,percent,Bindi Irwin,30,1394473,Derek Hough,TV Personality,Australia,17
21,11,percent,Carlos PenaVega,30,734720,Witney Carson,Actor/Actress,United States,26
21,11,percent,Alek Skarlatos,27.9999,3869046,Lindsay Arnold,Military,United States,22
21,11,percent,Nick Carter,30,3703417,Sharna Burgess,Singer/Rapper,United States,35
21,11,percent,Bindi Irwin,30,3692815,Derek Hough,TV Personality,Australia,17
22,2,percent,Mischa Barton,15,679385,Artem Chigvintsev,Actor/Actress,England,30
22,2,percent,Kim Fields,19,625698,Sasha Farber,Actor/Actress,United States,46
22,2,percent,Jodie Sweetin,21,619591,Keo Motsepe,Actor/Actress,United States,34
22,2,percent,Doug Flutie,20,621497,Karina Smirnoff,Athlete,United States,53
22,2,percent,Von Miller,20,624806,Witney Carson,Athlete,United States,27
22,2,percent,Antonio Brown,19,626409,Sharna Burgess,Athlete,United States,27
22,2,percent,Paige VanZant,24,611170,Mark Ballas,Athlete,United States,22
22,2,percent,Geraldo Rivera,13,122470,Edyta Sliwinska,Journalist,United States,72
22,2,percent,Nyle DiMarco,20,623696,Peta Murgatroyd,Model,United States,26
22,2,percent,Ginger Zee,21,617808,Valentin Chmerkovskiy,News Anchor,United States,35
22,2,percent,Wanya Morris,24,611110,Lindsay Arnold,Singer/Rapper,United States,42
22,2,percent,Marla Maples,20,616351,Tony Dovolani,TV Personality,United States,52
22,3,percent,Mischa Barton,18,93424,Artem Chigvintsev,Actor/Actress,England,30
22,3,percent,Kim Fields,22,684961,Sasha Farber,Actor/Actress,United States,46
22,3,percent,Jodie Sweetin,23,675840,Keo Motsepe,Actor/Actress,United States,34
22,3,percent,Doug Flutie,20,712919,Karina Smirnoff,Athlete,United States,53
22,3,percent,Von Miller,20,714810,Witney Carson,Athlete,United States,27
22,3,percent,Antonio Brown,20,717324,Sharna Burgess,Athlete,United States,27
22,3,percent,Paige VanZant,23,680008,Mark Ballas,Athlete,United States,22
22,3,percent,Nyle DiMarco,25,672035,Peta Murgatroyd,Model,United States,26
22,3,percent,Ginger Zee,21,689705,Valentin Chmerkovskiy,News Anchor,United States,35
22,3,percent,Wanya Morris,24,670174,Lindsay Arnold,Singer/Rapper,United States,42
22,3,percent,Marla Maples,21,688794,Tony Dovolani,TV Personality,United States,52
22,4,percent,Kim Fields,32,758143,Sasha Farber,Actor/Actress,United States,46
22,4,percent,Jodie Sweetin,27,836123,Keo Motsepe,Actor/Actress,United States,34
22,4,percent,Doug Flutie,24,906441,Karina Smirnoff,Athlete,United States,53
22,4,percent,Von Miller,32,757935,Witney Carson,Athlete,United States,27
22,4,percent,Antonio Brown,35,734119,Sharna Burgess,Athlete,United States,27
22,4,percent,Paige VanZant,36,717916,Mark Ballas,Athlete,United States,22
22,4,percent,Nyle DiMarco,34,735064,Peta Murgatroyd,Model,United States,26
22,4,percent,Ginger Zee,36,724313,Valentin Chmerkovskiy,News Anchor,United States,35
22,4,percent,Wanya Morris,35,728280,Lindsay Arnold,Singer/Rapper,United States,42
22,4,percent,Marla Maples,28,101659,Tony Dovolani,TV Personality,United States,52
22,6,percent,Kim Fields,24,1006999,Sasha Farber,Actor/Actress,United States,46
22,6,percent,Jodie Sweetin,25,984435,Keo Motsepe,Actor/Actress,United States,34
22,6,percent,Doug Flutie,21,149028,Karina Smirnoff,Athlete,United States,53
22,6,percent,Von Miller,24,998747,Witney Carson,Athlete,United States,27
22,6,percent,Antonio Brown,27,965399,Sharna Burgess,Athlete,United States,27
22,6,percent,Paige VanZant,28,959601,Mark Ballas,Athlete,United States,22
22,6,percent,Nyle DiMarco,25,986357,Peta Murgatroyd,Model,United States,26
22,6,percent,Ginger Zee,24,1001468,Valentin Chmerkovskiy,News Anchor,United States,35
22,6,percent,Wanya Morris,29,947961,Lindsay Arnold,Singer/Rapper,United States,42
22,7,percent,Kim Fields,26,203217,Sasha Farber,Actor/Actress,United States,46
22,7,percent,Jodie Sweetin,25.5,1323007,Keo Motsepe,Actor/Actress,United States,34
22,7,percent,Von Miller,26,198821,Witney Carson,Athlete,United States,27
22,7,percent,Antonio Brown,26,1330695,Sharna Burgess,Athlete,United States,27
22,7,percent,Paige VanZant,27.5,1217042,Mark Ballas,Athlete,United States,22
22,7,percent,Nyle DiMarco,28,1218886,Peta Murgatroyd,Model,United States,26
22,7,percent,Ginger Zee,27.5,1256028,Valentin Chmerkovskiy,News Anchor,United States,35
22,7,percent,Wanya Morris,27.5,1252304,Lindsay Arnold,Singer/Rapper,United States,42
22,8,percent,Jodie Sweetin,30,206873,Keo Motsepe,Actor/Actress,United States,34
22,8,percent,Antonio Brown,27,1587749,Sharna Burgess,Athlete,United States,27
22,8,percent,Paige VanZant,28,1550957,Mark Ballas,Athlete,United States,22
22,8,percent,Nyle DiMarco,29,1492778,Peta Murgatroyd,Model,United States,26
22,8,percent,Ginger Zee,30,1460211,Valentin Chmerkovskiy,News Anchor,United States,35
22,8,percent,Wanya Morris,25,1701429,Lindsay Arnold,Singer/Rapper,United States,42
22,9,percent,Antonio Brown,27.5,555679,Sharna Burgess,Athlete,United States,27
22,9,percent,Paige VanZant,29.5,2264436,Mark Ballas,Athlete,United States,22
22,9,percent,Nyle DiMarco,28.5,2327305,Peta Murgatroyd,Model,United States,26
22,9,percent,Ginger Zee,28,2358380,Valentin Chmerkovskiy,News Anchor,United States,35
22,9,percent,Wanya Morris,30,494200,Lindsay Arnold,Singer/Rapper,United States,42
22,10,percent,Paige VanZant,29.6666,3223233,Mark Ballas,Athlete,United States,22
22,10,percent,Nyle DiMarco,28.9998,7406022,Peta Murgatroyd,Model,United States,26
22,10,percent,Ginger Zee,28.3332,1370744,Valentin Chmerkovskiy,News Anchor,United States,35
23,2,percent,Jake T. Austin,24,62420,Jenna Johnson,Actor/Actress,United States,21
23,2,percent,Maureen McCormick,26,577797,Artem Chigvintsev,Actor/Actress,United States,60
23,2,percent,Marilu Henner,27,570233,Derek Hough,Actor/Actress,United States,64
23,2,percent,Ryan Lochte,24,610011,Cheryl Burke,Athlete,United States,32
23,2,percent,Calvin Johnson Jr.,28,559114,Lindsay Arnold,Athlete,United States,30
23,2,percent,Laurie Hernandez,32,551674,Valentin Chmerkovskiy,Athlete,United States,16
23,2,percent,Amber Rose,24,610357,Maksim Chmerkoskiy,Model,United States,32
23,2,percent,Rick Perry,22,646311,Emma Slater,Politician,United States,66
23,2,percent,James Hinchcliffe,29,557032,Sharna Burgess,Racing Driver,Canada,29
23,2,percent,Babyface,30,559583,Allison Holker,Singer/Rapper,United States,57
23,2,percent,Vanilla Ice,26,585503,Witney Carson,Singer/Rapper,United States,48
23,2,percent,Jana Kramer,29,556424,Gleb Savchenko,Singer/Rapper,United States,32
23,2,percent,Terra Jole,31,553535,Sasha Farber,TV Personality,United States,36
23,3,percent,Maureen McCormick,28,628743,Artem Chigvintsev,Actor/Actress,United States,60
23,3,percent,Marilu Henner,28,609487,Derek Hough,Actor/Actress,United States,64
23,3,percent,Ryan Lochte,25,643492,Cheryl Burke,Athlete,United States,32
23,3,percent,Calvin Johnson Jr.,32,603951,Lindsay Arnold,Athlete,United States,30
23,3,percent,Laurie Hernandez,31,614491,Valentin Chmerkovskiy,Athlete,United States,16
23,3,percent,Amber Rose,25,643163,Maksim Chmerkoskiy,Model,United States,32
23,3,percent,Rick Perry,23,77562,Emma Slater,Politician,United States,66
23,3,percent,James Hinchcliffe,29,612432,Sharna Burgess,Racing Driver,Canada,29
23,3,percent,Babyface,25,645554,Allison Holker,Singer/Rapper,United States,57
23,3,percent,Vanilla Ice,23,681820,Witney Carson,Singer/Rapper,United States,48
23,3,percent,Jana Kramer,26,637916,Gleb Savchenko,Singer/Rapper,United States,32
23,3,percent,Terra Jole,30,601382,Sasha Farber,TV Personality,United States,36
23,4,percent,Maureen McCormick,24,745736,Artem Chigvintsev,Actor/Actress,United States,60
23,4,percent,Marilu Henner,21,833544,Derek Hough,Actor/Actress,United States,64
23,4,percent,Ryan Lochte,22,792230,Cheryl Burke,Athlete,United States,32
23,4,percent,Calvin Johnson Jr.,23,766329,Lindsay Arnold,Athlete,United States,30
23,4,percent,Laurie Hernandez,30,669663,Valentin Chmerkovskiy,Athlete,United States,16
23,4,percent,Amber Rose,24,752835,Maksim Chmerkoskiy,Model,United States,32
23,4,percent,James Hinchcliffe,28,690155,Sharna Burgess,Racing Driver,Canada,29
23,4,percent,Babyface,18,149039,Allison Holker,Singer/Rapper,United States,57
23,4,percent,Vanilla Ice,23,90114,Witney Carson,Singer/Rapper,United States,48
23,4,percent,Jana Kramer,23,777914,Gleb Savchenko,Singer/Rapper,United States,32
23,4,percent,Terra Jole,25,732442,Sasha Farber,TV Personality,United States,36
23,6,percent,Maureen McCormick,31,1005942,Artem Chigvintsev,Actor/Actress,United States,60
23,6,percent,Marilu Henner,34,974603,Derek Hough,Actor/Actress,United States,64
23,6,percent,Ryan Lochte,30,1032820,Cheryl Burke,Athlete,United States,32
23,6,percent,Calvin Johnson Jr.,37,951939,Lindsay Arnold,Athlete,United States,30
23,6,percent,Laurie Hernandez,37,943987,Valentin Chmerkovskiy,Athlete,United States,16
23,6,percent,Amber Rose,28,151076,Maksim Chmerkoskiy,Model,United States,32
23,6,percent,James Hinchcliffe,38,962805,Sharna Burgess,Racing Driver,Canada,29
23,6,percent,Jana Kramer,40,943383,Gleb Savchenko,Singer/Rapper,United States,32
23,6,percent,Terra Jole,30,1033442,Sasha Farber,TV Personality,United States,36
23,7,percent,Maureen McCormick,33,137172,Artem Chigvintsev,Actor/Actress,United States,60
23,7,percent,Marilu Henner,32,1192360,Derek Hough,Actor/Actress,United States,64
23,7,percent,Ryan Lochte,33,1151474,Cheryl Burke,Athlete,United States,32
23,7,percent,Calvin Johnson Jr.,37,1070537,Lindsay Arnold,Athlete,United States,30
23,7,percent,Laurie Hernandez,34.5,1119140,Valentin Chmerkovskiy,Athlete,United States,16
23,7,percent,James Hinchcliffe,37,1082883,Sharna Burgess,Racing Driver,Canada,29
23,7,percent,Jana Kramer,34.5,1133472,Gleb Savchenko,Singer/Rapper,United States,32
23,7,percent,Terra Jole,34.5,1112958,Sasha Farber,TV Personality,United States,36
23,8,percent,Marilu Henner,23,1477202,Derek Hough,Actor/Actress,United States,64
23,8,percent,Ryan Lochte,26,206233,Cheryl Burke,Athlete,United States,32
23,8,percent,Calvin Johnson Jr.,30,1250582,Lindsay Arnold,Athlete,United States,30
23,8,percent,Laurie Hernandez,33,1207630,Valentin Chmerkovskiy,Athlete,United States,16
23,8,percent,James Hinchcliffe,34.9998,1176276,Sharna Burgess,Racing Driver,Canada,29
23,8,percent,Jana Kramer,30,1246928,Gleb Savchenko,Singer/Rapper,United States,32
23,8,percent,Terra Jole,24,1435147,Sasha Farber,TV Personality,United States,36
23,9,percent,Marilu Henner,36,239711,Derek Hough,Actor/Actress,United States,64
23,9,percent,Calvin Johnson Jr.,37,1571476,Lindsay Arnold,Athlete,United States,30
23,9,percent,Laurie Hernandez,40,1506958,Valentin Chmerkovskiy,Athlete,United States,16
23,9,percent,James Hinchcliffe,36,1611230,Sharna Burgess,Racing Driver,Canada,29
23,9,percent,Jana Kramer,40,1519926,Gleb Savchenko,Singer/Rapper,United States,32
23,9,percent,Terra Jole,38,1550696,Sasha Farber,TV Personality,United States,36
23,10,percent,Calvin Johnson Jr.,28,2980577,Lindsay Arnold,Athlete,United States,30
23,10,percent,Laurie Hernandez,30,2828143,Valentin Chmerkovskiy,Athlete,United States,16
