season,week,method,constraint_type,eliminated,contestant,judge_total,fan_vote_mean,fan_vote_std,feasible_rate,num_valid,n_simulations,p_elim,rank_elim,p_elim_true,rank_true,status,estimated_votes_total
16,10,percent,elimination,Alexandra Raisman,Alexandra Raisman,29,0.06285781,0.048709977,0.25557,25557,100000,0.25754,2,0.25754,2,ok,1005724
16,10,percent,elimination,Alexandra Raisman,Jacoby Jones,27.9999,0.321680629,0.18359123,0.25557,25557,100000,0.28036,1,0.25754,2,ok,5146890
16,10,percent,elimination,Alexandra Raisman,Kellie Pickler,30,0.308661903,0.185264288,0.25557,25557,100000,0.22996,4,0.25754,2,ok,4938590
17,2,percent,elimination,Keyshawn Johnson,Valerie Harper,19,0.095342102,0.079063903,0.20023,20023,100000,0.1605,3,0.19696,2,ok,858078
17,2,percent,elimination,Keyshawn Johnson,Brant Daugherty,23,0.087756993,0.078613998,0.20023,20023,100000,0.04716,6,0.19696,2,ok,789812
17,2,percent,elimination,Keyshawn Johnson,Elizabeth Berkley Lauren,25,0.086420729,0.078960327,0.20023,20023,100000,0.01834,10,0.19696,2,ok,777786
17,2,percent,elimination,Keyshawn Johnson,Leah Remini,24,0.08693172,0.078328995,0.20023,20023,100000,0.03022,8,0.19696,2,ok,782385
17,2,percent,elimination,Keyshawn Johnson,Corbin Bleu,26,0.085431845,0.078335297,0.20023,20023,100000,0.01008,12,0.19696,2,ok,768886
17,2,percent,elimination,Keyshawn Johnson,Amber Riley,24,0.087124459,0.078239868,0.20023,20023,100000,0.02988,9,0.19696,2,ok,784120
17,2,percent,elimination,Keyshawn Johnson,Keyshawn Johnson,18,0.012689439,0.009522286,0.20023,20023,100000,0.19696,2,0.19696,2,ok,114204
17,2,percent,elimination,Keyshawn Johnson,Bill Engvall,21,0.089731689,0.078016322,0.20023,20023,100000,0.095,5,0.19696,2,ok,807585
17,2,percent,elimination,Keyshawn Johnson,Christina Milian,25,0.086911892,0.078839865,0.20023,20023,100000,0.01804,11,0.19696,2,ok,782207
17,2,percent,elimination,Keyshawn Johnson,"Nicole ""Snooki"" Polizzi",20,0.091826004,0.078579368,0.20023,20023,100000,0.12414,4,0.19696,2,ok,826434
17,2,percent,elimination,Keyshawn Johnson,Jack Osbourne,24,0.086045102,0.077822617,0.20023,20023,100000,0.03044,7,0.19696,2,ok,774405
17,2,percent,elimination,Keyshawn Johnson,Bill Nye,17,0.103788026,0.080830011,0.20023,20023,100000,0.23924,1,0.19696,2,ok,934092
17,3,percent,elimination,Bill Nye,Valerie Harper,16,0.114303411,0.086754748,0.29241,29241,100000,0.29392,1,0.29308,2,ok,1028730
17,3,percent,elimination,Bill Nye,Brant Daugherty,27,0.09569771,0.086409596,0.29241,29241,100000,0.01428,11,0.29308,2,ok,861279
17,3,percent,elimination,Bill Nye,Elizabeth Berkley Lauren,25,0.095576487,0.085675282,0.29241,29241,100000,0.0376,8,0.29308,2,ok,860188
17,3,percent,elimination,Bill Nye,Leah Remini,24,0.096509447,0.085438111,0.29241,29241,100000,0.0586,4,0.29308,2,ok,868585
17,3,percent,elimination,Bill Nye,Corbin Bleu,26,0.096084742,0.086195632,0.29241,29241,100000,0.0257,9,0.29308,2,ok,864762
17,3,percent,elimination,Bill Nye,Amber Riley,24,0.096043026,0.084987768,0.29241,29241,100000,0.05628,5,0.29308,2,ok,864387
17,3,percent,elimination,Bill Nye,Bill Engvall,24,0.097020728,0.086803595,0.29241,29241,100000,0.0551,6,0.29308,2,ok,873186
17,3,percent,elimination,Bill Nye,Christina Milian,26,0.095247541,0.086464457,0.29241,29241,100000,0.02372,10,0.29308,2,ok,857227
17,3,percent,elimination,Bill Nye,"Nicole ""Snooki"" Polizzi",25,0.095783972,0.085738503,0.29241,29241,100000,0.04004,7,0.29308,2,ok,862055
17,3,percent,elimination,Bill Nye,Jack Osbourne,22,0.098728463,0.085880727,0.29241,29241,100000,0.10168,3,0.29308,2,ok,888556
17,3,percent,elimination,Bill Nye,Bill Nye,16,0.019004474,0.013380028,0.29241,29241,100000,0.29308,2,0.29308,2,ok,171040
17,4,percent,elimination,Valerie Harper,Valerie Harper,18,0.018743951,0.013486191,0.27313,27313,100000,0.27258,1,0.27258,1,ok,168695
17,4,percent,elimination,Valerie Harper,Brant Daugherty,21,0.114756306,0.096132699,0.27313,27313,100000,0.16724,3,0.27258,1,ok,1032806
17,4,percent,elimination,Valerie Harper,Elizabeth Berkley Lauren,27,0.106502019,0.094493077,0.27313,27313,100000,0.026,10,0.27258,1,ok,958518
17,4,percent,elimination,Valerie Harper,Leah Remini,24,0.107804276,0.09323884,0.27313,27313,100000,0.07996,4,0.27258,1,ok,970238
17,4,percent,elimination,Valerie Harper,Corbin Bleu,27,0.106104476,0.09563755,0.27313,27313,100000,0.0266,9,0.27258,1,ok,954940
17,4,percent,elimination,Valerie Harper,Amber Riley,27,0.106655248,0.094776369,0.27313,27313,100000,0.0273,8,0.27258,1,ok,959897
17,4,percent,elimination,Valerie Harper,Bill Engvall,21,0.113291919,0.095065958,0.27313,27313,100000,0.16824,2,0.27258,1,ok,1019627
17,4,percent,elimination,Valerie Harper,Christina Milian,24,0.109682831,0.094917075,0.27313,27313,100000,0.07716,6,0.27258,1,ok,987145
17,4,percent,elimination,Valerie Harper,"Nicole ""Snooki"" Polizzi",24,0.108015077,0.094808602,0.27313,27313,100000,0.07968,5,0.27258,1,ok,972135
17,4,percent,elimination,Valerie Harper,Jack Osbourne,24,0.108443898,0.094775834,0.27313,27313,100000,0.07524,7,0.27258,1,ok,975995
17,5,percent,elimination,Christina Milian,Brant Daugherty,27,0.119397078,0.091746015,0.06019,6019,100000,0.08446,5,0.06068,8,ok,1193970
17,5,percent,elimination,Christina Milian,Elizabeth Berkley Lauren,26,0.125016324,0.093065412,0.06019,6019,100000,0.11036,3,0.06068,8,ok,1250163
17,5,percent,elimination,Christina Milian,Leah Remini,22,0.139732482,0.091268304,0.06019,6019,100000,0.2373,1,0.06068,8,ok,1397324
17,5,percent,elimination,Christina Milian,Corbin Bleu,28,0.113717678,0.089860712,0.06019,6019,100000,0.05998,9,0.06068,8,ok,1137176
17,5,percent,elimination,Christina Milian,Amber Riley,26,0.121105221,0.089992559,0.06019,6019,100000,0.10926,4,0.06068,8,ok,1211052
17,5,percent,elimination,Christina Milian,Bill Engvall,24,0.131308504,0.090828398,0.06019,6019,100000,0.17204,2,0.06068,8,ok,1313085
17,5,percent,elimination,Christina Milian,Christina Milian,28,0.011457297,0.010382264,0.06019,6019,100000,0.06068,8,0.06068,8,ok,114572
17,5,percent,elimination,Christina Milian,"Nicole ""Snooki"" Polizzi",27,0.11995167,0.092534515,0.06019,6019,100000,0.08362,6,0.06068,8,ok,1199516
17,5,percent,elimination,Christina Milian,Jack Osbourne,27,0.118313746,0.090241885,0.06019,6019,100000,0.0823,7,0.06068,8,ok,1183137
17,7,percent,elimination,"Nicole ""Snooki"" Polizzi",Brant Daugherty,28.5,0.13676082,0.110846865,0.14203,14203,100000,0.10036,6,0.1425,3,ok,1367608
17,7,percent,elimination,"Nicole ""Snooki"" Polizzi",Elizabeth Berkley Lauren,27,0.142976757,0.110447747,0.14203,14203,100000,0.14024,4,0.1425,3,ok,1429767
17,7,percent,elimination,"Nicole ""Snooki"" Polizzi",Leah Remini,26.5,0.145022568,0.110269697,0.14203,14203,100000,0.1562,2,0.1425,3,ok,1450225
17,7,percent,elimination,"Nicole ""Snooki"" Polizzi",Corbin Bleu,29.5,0.134091358,0.110721447,0.14203,14203,100000,0.07844,7,0.1425,3,ok,1340913
17,7,percent,elimination,"Nicole ""Snooki"" Polizzi",Amber Riley,29.5,0.135566933,0.110752709,0.14203,14203,100000,0.07648,8,0.1425,3,ok,1355669
17,7,percent,elimination,"Nicole ""Snooki"" Polizzi",Bill Engvall,25,0.152773412,0.11113705,0.14203,14203,100000,0.20504,1,0.1425,3,ok,1527734
17,7,percent,elimination,"Nicole ""Snooki"" Polizzi","Nicole ""Snooki"" Polizzi",27,0.016614753,0.014055607,0.14203,14203,100000,0.1425,3,0.1425,3,ok,166147
17,7,percent,elimination,"Nicole ""Snooki"" Polizzi",Jack Osbourne,28.5,0.136193399,0.108683526,0.14203,14203,100000,0.10074,5,0.1425,3,ok,1361933
17,8,percent,elimination,Brant Daugherty,Brant Daugherty,27,0.021517163,0.017981247,0.151,15100,100000,0.14952,3,0.14952,3,ok,215171
17,8,percent,elimination,Brant Daugherty,Elizabeth Berkley Lauren,25,0.174833525,0.121594557,0.151,15100,100000,0.20688,2,0.14952,3,ok,1748335
17,8,percent,elimination,Brant Daugherty,Leah Remini,28,0.157958559,0.12134861,0.151,15100,100000,0.12328,4,0.14952,3,ok,1579585
17,8,percent,elimination,Brant Daugherty,Corbin Bleu,30,0.152935364,0.122120717,0.151,15100,100000,0.0801,6,0.14952,3,ok,1529353
17,8,percent,elimination,Brant Daugherty,Amber Riley,28,0.15965828,0.122000578,0.151,15100,100000,0.1229,5,0.14952,3,ok,1596582
17,8,percent,elimination,Brant Daugherty,Bill Engvall,24,0.179739416,0.122235376,0.151,15100,100000,0.23882,1,0.14952,3,ok,1797394
17,8,percent,elimination,Brant Daugherty,Jack Osbourne,30,0.153357692,0.122031129,0.151,15100,100000,0.0785,7,0.14952,3,ok,1533576
17,9,percent,elimination,Elizabeth Berkley Lauren,Elizabeth Berkley Lauren,28,0.025959291,0.021910654,0.11865,11865,100000,0.11704,5,0.11704,5,ok,259592
17,9,percent,elimination,Elizabeth Berkley Lauren,Leah Remini,27,0.187214542,0.128062036,0.11865,11865,100000,0.14308,3,0.11704,5,ok,1872145
17,9,percent,elimination,Elizabeth Berkley Lauren,Corbin Bleu,29,0.174765128,0.129808244,0.11865,11865,100000,0.0947,6,0.11704,5,ok,1747651
17,9,percent,elimination,Elizabeth Berkley Lauren,Amber Riley,25.5,0.197215899,0.128973818,0.11865,11865,100000,0.18392,2,0.11704,5,ok,1972158
17,9,percent,elimination,Elizabeth Berkley Lauren,Bill Engvall,21,0.226698299,0.129424333,0.11865,11865,100000,0.32112,1,0.11704,5,ok,2266982
17,9,percent,elimination,Elizabeth Berkley Lauren,Jack Osbourne,27,0.188146841,0.127950925,0.11865,11865,100000,0.14014,4,0.11704,5,ok,1881468
17,10,percent,elimination,Leah Remini,Leah Remini,32.5,0.044908275,0.03496571,0.24708,24708,100000,0.24742,2,0.24742,2,ok,718532
17,10,percent,elimination,Leah Remini,Corbin Bleu,37.5,0.22937371,0.162959618,0.24708,24708,100000,0.14844,4,0.24742,2,ok,3669979
17,10,percent,elimination,Leah Remini,Amber Riley,39.5,0.222984362,0.163429112,0.24708,24708,100000,0.11324,5,0.24742,2,ok,3567749
17,10,percent,elimination,Leah Remini,Bill Engvall,30,0.266209363,0.161938388,0.24708,24708,100000,0.30684,1,0.24742,2,ok,4259349
17,10,percent,elimination,Leah Remini,Jack Osbourne,35.5,0.23652429,0.162811883,0.24708,24708,100000,0.18406,3,0.24742,2,ok,3784388
17,11,percent,elimination,Bill Engvall,Corbin Bleu,29.6664,0.309956657,0.196895889,0.32669,32669,100000,0.22406,3,0.32928,1,ok,4959306
17,11,percent,elimination,Bill Engvall,Amber Riley,31.3332,0.299322371,0.196852434,0.32669,32669,100000,0.1883,4,0.32928,1,ok,4789157
17,11,percent,elimination,Bill Engvall,Bill Engvall,25.4999,0.071632443,0.053765943,0.32669,32669,100000,0.32928,1,0.32928,1,ok,1146119
17,11,percent,elimination,Bill Engvall,Jack Osbourne,27.9999,0.319088529,0.195341662,0.32669,32669,100000,0.25836,2,0.32928,1,ok,5105416
18,1,percent,elimination,Diana Nyad,Billy Dee Williams,15,0.109797134,0.078466678,0.18573,18573,100000,0.30042,1,0.18682,2,ok,988174
18,1,percent,elimination,Diana Nyad,Danica McKellar,24,0.084897022,0.07675788,0.18573,18573,100000,0.02472,8,0.18682,2,ok,764073
18,1,percent,elimination,Diana Nyad,James Maslow,21,0.090127842,0.078361377,0.18573,18573,100000,0.08408,5,0.18682,2,ok,811150
18,1,percent,elimination,Diana Nyad,Candace Cameron Bure,25,0.086277445,0.078376409,0.18573,18573,100000,0.01462,11,0.18682,2,ok,776497
18,1,percent,elimination,Diana Nyad,Sean Avery,20,0.091700041,0.078254442,0.18573,18573,100000,0.11154,3,0.18682,2,ok,825300
18,1,percent,elimination,Diana Nyad,Diana Nyad,18,0.01219278,0.009160937,0.18573,18573,100000,0.18682,2,0.18682,2,ok,109735
18,1,percent,elimination,Diana Nyad,Charlie White,27,0.086071035,0.079012852,0.18573,18573,100000,0.00462,12,0.18682,2,ok,774639
18,1,percent,elimination,Diana Nyad,Amy Purdy,24,0.085969283,0.076964498,0.18573,18573,100000,0.02432,9,0.18682,2,ok,773723
18,1,percent,elimination,Diana Nyad,Meryl Davis,24,0.086378646,0.078697062,0.18573,18573,100000,0.02318,10,0.18682,2,ok,777407
18,1,percent,elimination,Diana Nyad,Drew Carey,21,0.090505488,0.078638649,0.18573,18573,100000,0.08466,4,0.18682,2,ok,814549
18,1,percent,elimination,Diana Nyad,Cody Simpson,22,0.086710865,0.077609292,0.18573,18573,100000,0.0594,7,0.18682,2,ok,780397
18,1,percent,elimination,Diana Nyad,NeNe Leakes,21,0.089372418,0.0785022,0.18573,18573,100000,0.08162,6,0.18682,2,ok,804351
18,2,percent,elimination,Sean Avery,Billy Dee Williams,15,0.125894677,0.082934767,0.11224,11224,100000,0.33166,1,0.1104,2,ok,1133052
18,2,percent,elimination,Sean Avery,Danica McKellar,24,0.093687976,0.083445414,0.11224,11224,100000,0.03734,8,0.1104,2,ok,843191
18,2,percent,elimination,Sean Avery,James Maslow,25,0.091849121,0.081315826,0.11224,11224,100000,0.02308,11,0.1104,2,ok,826642
18,2,percent,elimination,Sean Avery,Candace Cameron Bure,21,0.101090025,0.082206636,0.11224,11224,100000,0.11024,3,0.1104,2,ok,909810
18,2,percent,elimination,Sean Avery,Sean Avery,21,0.010287792,0.008403672,0.11224,11224,100000,0.1104,2,0.1104,2,ok,92590
18,2,percent,elimination,Sean Avery,Charlie White,25,0.092348625,0.082165724,0.11224,11224,100000,0.0239,10,0.1104,2,ok,831137
18,2,percent,elimination,Sean Avery,Amy Purdy,24,0.09397929,0.083741447,0.11224,11224,100000,0.03942,7,0.1104,2,ok,845813
18,2,percent,elimination,Sean Avery,Meryl Davis,25,0.09235234,0.083186184,0.11224,11224,100000,0.02392,9,0.1104,2,ok,831171
18,2,percent,elimination,Sean Avery,Drew Carey,21,0.100887501,0.081062311,0.11224,11224,100000,0.10928,4,0.1104,2,ok,907987
18,2,percent,elimination,Sean Avery,Cody Simpson,22,0.097465825,0.082244211,0.11224,11224,100000,0.08164,6,0.1104,2,ok,877192
18,2,percent,elimination,Sean Avery,NeNe Leakes,21,0.100156829,0.082011522,0.11224,11224,100000,0.10912,5,0.1104,2,ok,901411
18,2,percent,elimination,Diana Nyad,,,0,0,,0,100000,,,,,skip_elim_not_in_roster,0
18,5,percent,elimination,Cody Simpson,Danica McKellar,39,0.117151527,0.10158449,0.14313,14313,100000,0.05238,8,0.1427,2,ok,1171515
18,5,percent,elimination,Cody Simpson,James Maslow,40,0.113520314,0.098191273,0.14313,14313,100000,0.04118,9,0.1427,2,ok,1135203
18,5,percent,elimination,Cody Simpson,Candace Cameron Bure,35,0.123517707,0.099371015,0.14313,14313,100000,0.12266,3,0.1427,2,ok,1235177
18,5,percent,elimination,Cody Simpson,Charlie White,37,0.119585469,0.100020893,0.14313,14313,100000,0.0827,6,0.1427,2,ok,1195854
18,5,percent,elimination,Cody Simpson,Amy Purdy,37,0.120866268,0.100996199,0.14313,14313,100000,0.08096,7,0.1427,2,ok,1208662
18,5,percent,elimination,Cody Simpson,Meryl Davis,36,0.123477817,0.101076997,0.14313,14313,100000,0.10088,4,0.1427,2,ok,1234778
18,5,percent,elimination,Cody Simpson,Drew Carey,28,0.145449303,0.099553666,0.14313,14313,100000,0.27694,1,0.1427,2,ok,1454493
18,5,percent,elimination,Cody Simpson,Cody Simpson,34,0.014474606,0.011960937,0.14313,14313,100000,0.1427,2,0.1427,2,ok,144746
18,5,percent,elimination,Cody Simpson,NeNe Leakes,36,0.121956988,0.100691754,0.14313,14313,100000,0.0996,5,0.1427,2,ok,1219569
18,6,percent,elimination,Drew Carey,Danica McKellar,36,0.136437752,0.111494512,0.1935,19350,100000,0.10198,6,0.19418,1,ok,1364377
18,6,percent,elimination,Drew Carey,James Maslow,35,0.14015034,0.114533595,0.1935,19350,100000,0.12348,4,0.19418,1,ok,1401503
18,6,percent,elimination,Drew Carey,Candace Cameron Bure,32,0.150013726,0.114129621,0.1935,19350,100000,0.19034,2,0.19418,1,ok,1500137
18,6,percent,elimination,Drew Carey,Charlie White,36,0.138744831,0.113264744,0.1935,19350,100000,0.10324,5,0.19418,1,ok,1387448
18,6,percent,elimination,Drew Carey,Amy Purdy,38,0.135719909,0.114534805,0.1935,19350,100000,0.07022,7,0.19418,1,ok,1357199
18,6,percent,elimination,Drew Carey,Meryl Davis,40,0.133929126,0.114643436,0.1935,19350,100000,0.0469,8,0.19418,1,ok,1339291
18,6,percent,elimination,Drew Carey,Drew Carey,32,0.019105493,0.015298778,0.1935,19350,100000,0.19418,1,0.19418,1,ok,191054
18,6,percent,elimination,Drew Carey,NeNe Leakes,33,0.145898822,0.11224301,0.1935,19350,100000,0.16966,3,0.19418,1,ok,1458988
18,7,percent,elimination,NeNe Leakes,Danica McKellar,36,0.162486979,0.126354767,0.21233,21233,100000,0.14062,4,0.21472,1,ok,1624869
18,7,percent,elimination,NeNe Leakes,James Maslow,35,0.165162613,0.126057273,0.21233,21233,100000,0.16546,2,0.21472,1,ok,1651626
18,7,percent,elimination,NeNe Leakes,Candace Cameron Bure,37,0.163667968,0.129861458,0.21233,21233,100000,0.12348,5,0.21472,1,ok,1636679
18,7,percent,elimination,NeNe Leakes,Charlie White,35.5,0.166459941,0.128502328,0.21233,21233,100000,0.15538,3,0.21472,1,ok,1664599
18,7,percent,elimination,NeNe Leakes,Amy Purdy,37.5,0.160307434,0.127930136,0.21233,21233,100000,0.11288,6,0.21472,1,ok,1603074
18,7,percent,elimination,NeNe Leakes,Meryl Davis,39,0.157624007,0.127315679,0.21233,21233,100000,0.08746,7,0.21472,1,ok,1576240
18,7,percent,elimination,NeNe Leakes,NeNe Leakes,33,0.024291058,0.019590609,0.21233,21233,100000,0.21472,1,0.21472,1,ok,242910
18,8,percent,elimination,Danica McKellar,Danica McKellar,38,0.027832993,0.023178104,0.15817,15817,100000,0.1597,4,0.1597,4,ok,278329
18,8,percent,elimination,Danica McKellar,James Maslow,36,0.2009433,0.136661637,0.15817,15817,100000,0.19914,2,0.1597,4,ok,2009433
18,8,percent,elimination,Danica McKellar,Candace Cameron Bure,36,0.20050772,0.135366304,0.15817,15817,100000,0.19916,1,0.1597,4,ok,2005077
18,8,percent,elimination,Danica McKellar,Charlie White,40,0.184148354,0.136398533,0.15817,15817,100000,0.11942,6,0.1597,4,ok,1841483
18,8,percent,elimination,Danica McKellar,Amy Purdy,40,0.185589629,0.137336234,0.15817,15817,100000,0.12372,5,0.1597,4,ok,1855896
18,8,percent,elimination,Danica McKellar,Meryl Davis,36,0.200978004,0.136308881,0.15817,15817,100000,0.19886,3,0.1597,4,ok,2009780
18,9,percent,elimination,Charlie White,James Maslow,38,0.242822409,0.158608394,0.20154,20154,100000,0.20616,2,0.20272,3,ok,2428224
18,9,percent,elimination,Charlie White,Candace Cameron Bure,36,0.252507229,0.157112247,0.20154,20154,100000,0.24642,1,0.20272,3,ok,2525072
18,9,percent,elimination,Charlie White,Charlie White,38,0.040401977,0.032682633,0.20154,20154,100000,0.20272,3,0.20272,3,ok,404019
18,9,percent,elimination,Charlie White,Amy Purdy,39,0.235593418,0.157723637,0.20154,20154,100000,0.18476,4,0.20272,3,ok,2355934
18,9,percent,elimination,Charlie White,Meryl Davis,40,0.228674966,0.157999231,0.20154,20154,100000,0.15994,5,0.20272,3,ok,2286749
18,10,percent,elimination,James Maslow,James Maslow,29,0.061536889,0.047782014,0.2417,24170,100000,0.24176,2,0.24176,2,ok,984590
18,10,percent,elimination,James Maslow,Candace Cameron Bure,25.9998,0.335421552,0.180611871,0.2417,24170,100000,0.31348,1,0.24176,2,ok,5366744
18,10,percent,elimination,James Maslow,Amy Purdy,29.6666,0.303379013,0.180838998,0.2417,24170,100000,0.22524,3,0.24176,2,ok,4854064
18,10,percent,elimination,James Maslow,Meryl Davis,30,0.299662546,0.179888771,0.2417,24170,100000,0.21952,4,0.24176,2,ok,4794600
19,1,percent,elimination,Lolo Jones,Antonio Sabato Jr.,25,0.084296359,0.072028823,0.20696,20696,100000,0.12302,4,0.21166,2,ok,758667
19,1,percent,elimination,Lolo Jones,Jonathan Bennett,30,0.080893531,0.073587534,0.20696,20696,100000,0.03366,8,0.21166,2,ok,728041
19,1,percent,elimination,Lolo Jones,Lea Thompson,32,0.078788262,0.071954149,0.20696,20696,100000,0.01482,11,0.21166,2,ok,709094
19,1,percent,elimination,Lolo Jones,Janel Parrish,29,0.080486362,0.072413257,0.20696,20696,100000,0.0465,7,0.21166,2,ok,724377
19,1,percent,elimination,Lolo Jones,Alfonso Ribeiro,36,0.078600876,0.072778554,0.20696,20696,100000,0.00222,13,0.21166,2,ok,707407
19,1,percent,elimination,Lolo Jones,Lolo Jones,22,0.012207069,0.008971581,0.20696,20696,100000,0.21166,2,0.21166,2,ok,109863
19,1,percent,elimination,Lolo Jones,Randy Couture,31,0.079632114,0.07255128,0.20696,20696,100000,0.0233,9,0.21166,2,ok,716689
19,1,percent,elimination,Lolo Jones,Tommy Chong,27,0.083503301,0.074148153,0.20696,20696,100000,0.07908,5,0.21166,2,ok,751529
19,1,percent,elimination,Lolo Jones,Betsey Johnson,20,0.097138433,0.073989062,0.20696,20696,100000,0.27212,1,0.21166,2,ok,874245
19,1,percent,elimination,Lolo Jones,Michael Waltrip,25,0.084372998,0.072824369,0.20696,20696,100000,0.12458,3,0.21166,2,ok,759356
19,1,percent,elimination,Lolo Jones,Tavis Smiley,29,0.081436112,0.073714319,0.20696,20696,100000,0.04746,6,0.21166,2,ok,732925
19,1,percent,elimination,Lolo Jones,Bethany Mota,32,0.079493888,0.072708381,0.20696,20696,100000,0.01612,10,0.21166,2,ok,715444
19,1,percent,elimination,Lolo Jones,Sadie Robertson,34,0.079150694,0.072039715,0.20696,20696,100000,0.00546,12,0.21166,2,ok,712356
19,2,percent,elimination,Tavis Smiley,Antonio Sabato Jr.,31,0.087292323,0.076180425,0.12445,12445,100000,0.05286,8,0.12316,2,ok,785630
19,2,percent,elimination,Tavis Smiley,Jonathan Bennett,30,0.089221342,0.07738163,0.12445,12445,100000,0.07224,6,0.12316,2,ok,802992
19,2,percent,elimination,Tavis Smiley,Lea Thompson,35,0.085120165,0.077331185,0.12445,12445,100000,0.01212,12,0.12316,2,ok,766081
19,2,percent,elimination,Tavis Smiley,Janel Parrish,34,0.085495638,0.076626965,0.12445,12445,100000,0.0189,11,0.12316,2,ok,769460
19,2,percent,elimination,Tavis Smiley,Alfonso Ribeiro,32,0.086222284,0.07798677,0.12445,12445,100000,0.03964,9,0.12316,2,ok,776000
19,2,percent,elimination,Tavis Smiley,Randy Couture,28,0.092765949,0.077409086,0.12445,12445,100000,0.12028,4,0.12316,2,ok,834893
19,2,percent,elimination,Tavis Smiley,Tommy Chong,28,0.094910094,0.079366355,0.12445,12445,100000,0.11958,5,0.12316,2,ok,854190
19,2,percent,elimination,Tavis Smiley,Betsey Johnson,28,0.093059218,0.076384448,0.12445,12445,100000,0.12252,3,0.12316,2,ok,837532
19,2,percent,elimination,Tavis Smiley,Michael Waltrip,24,0.104737836,0.07785917,0.12445,12445,100000,0.23624,1,0.12316,2,ok,942640
19,2,percent,elimination,Tavis Smiley,Tavis Smiley,28,0.00911607,0.007382742,0.12445,12445,100000,0.12316,2,0.12316,2,ok,82044
19,2,percent,elimination,Tavis Smiley,Bethany Mota,33,0.08514447,0.076630031,0.12445,12445,100000,0.02792,10,0.12316,2,ok,766300
19,2,percent,elimination,Tavis Smiley,Sadie Robertson,31,0.08691461,0.076717379,0.12445,12445,100000,0.05454,7,0.12316,2,ok,782231
19,3,percent,elimination,Randy Couture,Antonio Sabato Jr.,29,0.101241559,0.085460108,0.21929,21929,100000,0.13472,3,0.216,1,ok,911174
19,3,percent,elimination,Randy Couture,Jonathan Bennett,32,0.09734169,0.085604834,0.21929,21929,100000,0.07036,7,0.216,1,ok,876075
19,3,percent,elimination,Randy Couture,Lea Thompson,31,0.097791488,0.084747406,0.21929,21929,100000,0.09106,5,0.216,1,ok,880123
19,3,percent,elimination,Randy Couture,Janel Parrish,40,0.095858899,0.087381665,0.21929,21929,100000,0.0048,11,0.216,1,ok,862730
19,3,percent,elimination,Randy Couture,Alfonso Ribeiro,32,0.097843575,0.085218304,0.21929,21929,100000,0.06974,8,0.216,1,ok,880592
19,3,percent,elimination,Randy Couture,Randy Couture,26,0.013814988,0.010625318,0.21929,21929,100000,0.216,1,0.216,1,ok,124334
19,3,percent,elimination,Randy Couture,Tommy Chong,34,0.097146376,0.086975962,0.21929,21929,100000,0.04002,9,0.216,1,ok,874317
19,3,percent,elimination,Randy Couture,Betsey Johnson,29,0.102815217,0.086487177,0.21929,21929,100000,0.13418,4,0.216,1,ok,925336
19,3,percent,elimination,Randy Couture,Michael Waltrip,28,0.103743611,0.0860626,0.21929,21929,100000,0.16342,2,0.216,1,ok,933692
19,3,percent,elimination,Randy Couture,Bethany Mota,40,0.094559547,0.085746007,0.21929,21929,100000,0.00512,10,0.216,1,ok,851035
19,3,percent,elimination,Randy Couture,Sadie Robertson,32,0.09784305,0.086177188,0.21929,21929,100000,0.07058,6,0.216,1,ok,880587
19,4,percent,elimination,Betsey Johnson,Antonio Sabato Jr.,29,0.113302877,0.08870809,0.12569,12569,100000,0.1254,4,0.12354,5,ok,1019725
19,4,percent,elimination,Betsey Johnson,Jonathan Bennett,24,0.128438001,0.089233455,0.12569,12569,100000,0.254,1,0.12354,5,ok,1155942
19,4,percent,elimination,Betsey Johnson,Lea Thompson,39,0.099222195,0.08872691,0.12569,12569,100000,0.01102,9,0.12354,5,ok,892999
19,4,percent,elimination,Betsey Johnson,Janel Parrish,36,0.101399686,0.089206828,0.12569,12569,100000,0.02794,7,0.12354,5,ok,912597
19,4,percent,elimination,Betsey Johnson,Alfonso Ribeiro,40,0.098290708,0.088261025,0.12569,12569,100000,0.00774,10,0.12354,5,ok,884616
19,4,percent,elimination,Betsey Johnson,Tommy Chong,28,0.114930062,0.08757779,0.12569,12569,100000,0.14546,3,0.12354,5,ok,1034370
19,4,percent,elimination,Betsey Johnson,Betsey Johnson,29,0.014018972,0.0111262,0.12569,12569,100000,0.12354,5,0.12354,5,ok,126170
19,4,percent,elimination,Betsey Johnson,Michael Waltrip,25,0.124279474,0.088832875,0.12569,12569,100000,0.22474,2,0.12354,5,ok,1118515
19,4,percent,elimination,Betsey Johnson,Bethany Mota,33,0.106038244,0.089245408,0.12569,12569,100000,0.0592,6,0.12354,5,ok,954344
19,4,percent,elimination,Betsey Johnson,Sadie Robertson,37,0.100079781,0.088719809,0.12569,12569,100000,0.02096,8,0.12354,5,ok,900718
19,6,percent,elimination,Jonathan Bennett,Antonio Sabato Jr.,28,0.134839654,0.094922943,0.11048,11048,100000,0.21048,1,0.10836,4,ok,1348396
19,6,percent,elimination,Jonathan Bennett,Jonathan Bennett,32,0.013859123,0.011742188,0.11048,11048,100000,0.10836,4,0.10836,4,ok,138591
19,6,percent,elimination,Jonathan Bennett,Lea Thompson,32,0.124038154,0.098052569,0.11048,11048,100000,0.10796,5,0.10836,4,ok,1240381
