season,week,method,contestant,judge_total,estimated_votes_total,ballroom_partner,celebrity_industry,celebrity_homecountry/region,celebrity_age_during_season,vote_share,judge_share
18,5,percent,Drew Carey,28.0,1454493,Cheryl Burke,Comedian,United States,55.0,0.14544934363480308,0.08695652173913043
18,5,percent,Cody Simpson,34.0,144746,Witney Carson,Singer/Rapper,Australia,17.0,0.014474604342381302,0.10559006211180125
18,5,percent,NeNe Leakes,36.0,1219569,Tony Dovolani,TV Personality,United States,46.0,0.12195693658708098,0.11180124223602485
18,6,percent,Danica McKellar,36.0,1364377,Valentin Chmerkovskiy,Actor/Actress,United States,39.0,0.13643774093132227,0.1276595744680851
18,6,percent,James Maslow,35.0,1401503,Peta Murgatroyd,Actor/Actress,United States,23.0,0.14015034204510263,0.12411347517730496
18,6,percent,Candace Cameron Bure,32.0,1500137,Mark Ballas,Actor/Actress,United States,37.0,0.1500137450041235,0.11347517730496454
18,6,percent,Charlie White,36.0,1387448,Sharna Burgess,Athlete,United States,26.0,0.1387448416234525,0.1276595744680851
18,6,percent,Amy Purdy,38.0,1357199,Derek Hough,Athlete,United States,34.0,0.1357199407159822,0.1347517730496454
18,6,percent,Meryl Davis,40.0,1339291,Maksim Chmerkoskiy,Athlete,United States,27.0,0.13392914017874205,0.14184397163120568
18,6,percent,Drew Carey,32.0,191054,Cheryl Burke,Comedian,United States,55.0,0.01910540573162172,0.11347517730496454
18,6,percent,NeNe Leakes,33.0,1458988,Tony Dovolani,TV Personality,United States,46.0,0.14589884376965312,0.11702127659574468
18,7,percent,Danica McKellar,36.0,1624869,Valentin Chmerkovskiy,Actor/Actress,United States,39.0,0.16248694874608463,0.1422924901185771
18,7,percent,James Maslow,35.0,1651626,Peta Murgatroyd,Actor/Actress,United States,23.0,0.16516264954879487,0.1383399209486166
18,7,percent,Candace Cameron Bure,37.0,1636679,Mark Ballas,Actor/Actress,United States,37.0,0.16366794910038474,0.14624505928853754
18,7,percent,Charlie White,35.5,1664599,Sharna Burgess,Athlete,United States,26.0,0.166459949937985,0.14031620553359683
18,7,percent,Amy Purdy,37.5,1603074,Derek Hough,Athlete,United States,34.0,0.16030744809223443,0.1482213438735178
18,7,percent,Meryl Davis,39.0,1576240,Maksim Chmerkoskiy,Athlete,United States,27.0,0.1576240472872142,0.1541501976284585
18,7,percent,NeNe Leakes,33.0,242910,Tony Dovolani,TV Personality,United States,46.0,0.024291007287302185,0.13043478260869565
18,8,percent,Danica McKellar,38.0,278329,Valentin Chmerkovskiy,Actor/Actress,United States,39.0,0.027832905566581113,0.168141592920354
18,8,percent,James Maslow,36.0,2009433,Peta Murgatroyd,Actor/Actress,United States,23.0,0.20094334018866805,0.1592920353982301
18,8,percent,Candace Cameron Bure,36.0,2005077,Mark Ballas,Actor/Actress,United States,37.0,0.200507740101548,0.1592920353982301
18,8,percent,Charlie White,40.0,1841483,Sharna Burgess,Athlete,United States,26.0,0.18414833682966736,0.17699115044247787
18,8,percent,Amy Purdy,40.0,1855896,Derek Hough,Athlete,United States,34.0,0.18558963711792742,0.17699115044247787
18,8,percent,Meryl Davis,36.0,2009780,Maksim Chmerkoskiy,Athlete,United States,27.0,0.20097804019560803,0.1592920353982301
18,9,percent,James Maslow,38.0,2428224,Peta Murgatroyd,Actor/Actress,United States,23.0,0.2428224485644897,0.19895287958115182
18,9,percent,Candace Cameron Bure,36.0,2525072,Mark Ballas,Actor/Actress,United States,37.0,0.2525072505014501,0.18848167539267016
18,9,percent,Charlie White,38.0,404019,Sharna Burgess,Athlete,United States,26.0,0.04040190808038162,0.19895287958115182
18,9,percent,Amy Purdy,39.0,2355934,Derek Hough,Athlete,United States,34.0,0.23559344711868943,0.20418848167539266
18,9,percent,Meryl Davis,40.0,2286749,Maksim Chmerkoskiy,Athlete,United States,27.0,0.22867494573498914,0.2094240837696335
18,10,percent,James Maslow,29.0,984590,Peta Murgatroyd,Actor/Actress,United States,23.0,0.061536882692110335,0.2529075649013137
18,10,percent,Candace Cameron Bure,25.9998,5366744,Mark Ballas,Actor/Actress,United States,37.0,0.33542154192769275,0.22674296916969575
18,10,percent,Amy Purdy,29.6666,4854064,Derek Hough,Athlete,United States,34.0,0.30337903792237975,0.2587209505138384
18,10,percent,Meryl Davis,30.0,4794600,Maksim Chmerkoskiy,Athlete,United States,27.0,0.2996625374578172,0.26162851541515214
19,1,percent,Antonio Sabato Jr.,25.0,758667,Cheryl Burke,Actor/Actress,Italy,42.0,0.08429639889719914,0.06720430107526881
19,1,percent,Jonathan Bennett,30.0,728041,Allison Holker,Actor/Actress,United States,33.0,0.08089350736161684,0.08064516129032258
19,1,percent,Lea Thompson,32.0,709094,Artem Chigvintsev,Actor/Actress,United States,53.0,0.07878828350199828,0.08602150537634409
19,1,percent,Janel Parrish,29.0,724377,Valentin Chmerkovskiy,Actor/Actress,United States,25.0,0.0804863959338635,0.07795698924731183
19,1,percent,Alfonso Ribeiro,36.0,707407,Witney Carson,Actor/Actress,United States,42.0,0.0786008389117636,0.0967741935483871
19,1,percent,Lolo Jones,22.0,109863,Keo Motsepe,Athlete,United States,32.0,0.012207009494340717,0.05913978494623656
19,1,percent,Randy Couture,31.0,716689,Karina Smirnoff,Athlete,United States,51.0,0.07963217304724571,0.08333333333333333
19,1,percent,Tommy Chong,27.0,751529,Peta Murgatroyd,Comedian,Canada,76.0,0.08350328716922335,0.07258064516129033
19,1,percent,Betsey Johnson,20.0,874245,Tony Dovolani,Fashion Designer,United States,72.0,0.09713840888542913,0.053763440860215055
19,1,percent,Michael Waltrip,25.0,759356,Emma Slater,Racing Driver,United States,51.0,0.08437295451229795,0.06720430107526881
19,1,percent,Tavis Smiley,29.0,732925,Sharna Burgess,Radio Personality,United States,50.0,0.0814361744503579,0.07795698924731183
19,1,percent,Bethany Mota,32.0,715444,Derek Hough,Social Media Personality,United States,18.0,0.0794938396063197,0.08602150537634409
19,1,percent,Sadie Robertson,34.0,712356,Mark Ballas,TV Personality,United States,17.0,0.07915072822834418,0.0913978494623656
19,2,percent,Antonio Sabato Jr.,31.0,785630,Cheryl Burke,Actor/Actress,Italy,42.0,0.08729229011622565,0.0856353591160221
19,2,percent,Jonathan Bennett,30.0,802992,Allison Holker,Actor/Actress,United States,33.0,0.08922140272775768,0.08287292817679558
19,2,percent,Lea Thompson,35.0,766081,Artem Chigvintsev,Actor/Actress,United States,53.0,0.08512017731569346,0.09668508287292818
19,2,percent,Janel Parrish,34.0,769460,Valentin Chmerkovskiy,Actor/Actress,United States,25.0,0.08549562205215049,0.09392265193370165
19,2,percent,Alfonso Ribeiro,32.0,776000,Witney Carson,Actor/Actress,United States,42.0,0.08622228928400277,0.08839779005524862
19,2,percent,Randy Couture,28.0,834893,Karina Smirnoff,Athlete,United States,51.0,0.09276596104019191,0.07734806629834254
19,2,percent,Tommy Chong,28.0,854190,Peta Murgatroyd,Comedian,Canada,76.0,0.0949100738189463,0.07734806629834254
19,2,percent,Betsey Johnson,28.0,837532,Tony Dovolani,Fashion Designer,United States,72.0,0.09305918349047605,0.07734806629834254
19,2,percent,Michael Waltrip,24.0,942640,Emma Slater,Racing Driver,United States,51.0,0.10473785924055719,0.06629834254143646
19,2,percent,Tavis Smiley,28.0,82044,Sharna Burgess,Radio Personality,United States,50.0,0.009116007090227737,0.07734806629834254
19,2,percent,Bethany Mota,33.0,766300,Derek Hough,Social Media Personality,United States,18.0,0.08514451066795274,0.09116022099447514
19,2,percent,Sadie Robertson,31.0,782231,Mark Ballas,TV Personality,United States,17.0,0.08691462315581801,0.0856353591160221
19,3,percent,Antonio Sabato Jr.,29.0,911174,Cheryl Burke,Actor/Actress,Italy,42.0,0.10124161180089544,0.0821529745042493
19,3,percent,Jonathan Bennett,32.0,876075,Allison Holker,Actor/Actress,United States,33.0,0.09734172074540041,0.0906515580736544
19,3,percent,Lea Thompson,31.0,880123,Artem Chigvintsev,Actor/Actress,United States,53.0,0.09779149877305487,0.08781869688385269
19,3,percent,Janel Parrish,40.0,862730,Valentin Chmerkovskiy,Actor/Actress,United States,25.0,0.09585894214385675,0.11331444759206799
19,3,percent,Alfonso Ribeiro,32.0,880592,Witney Carson,Actor/Actress,United States,42.0,0.09784360991311662,0.0906515580736544
19,3,percent,Randy Couture,26.0,124334,Karina Smirnoff,Athlete,United States,51.0,0.013814896563831424,0.07365439093484419
19,3,percent,Tommy Chong,34.0,874317,Peta Murgatroyd,Comedian,Canada,76.0,0.0971463873035485,0.09631728045325778
19,3,percent,Betsey Johnson,29.0,925336,Tony Dovolani,Fashion Designer,United States,72.0,0.10281516823064901,0.0821529745042493
19,3,percent,Michael Waltrip,28.0,933692,Emma Slater,Racing Driver,United States,51.0,0.10374361319089621,0.07932011331444759
19,3,percent,Bethany Mota,40.0,851035,Derek Hough,Social Media Personality,United States,18.0,0.09455949697749833,0.11331444759206799
19,3,percent,Sadie Robertson,32.0,880587,Mark Ballas,TV Personality,United States,17.0,0.09784305435725242,0.0906515580736544
19,4,percent,Antonio Sabato Jr.,29.0,1019725,Cheryl Burke,Actor/Actress,Italy,42.0,0.11330282813459028,0.090625
19,4,percent,Jonathan Bennett,24.0,1155942,Allison Holker,Actor/Actress,United States,33.0,0.12843805708358091,0.075
19,4,percent,Lea Thompson,39.0,892999,Artem Chigvintsev,Actor/Actress,United States,53.0,0.09922215520984676,0.121875
19,4,percent,Janel Parrish,36.0,912597,Valentin Chmerkovskiy,Actor/Actress,United States,25.0,0.10139971173320521,0.1125
19,4,percent,Alfonso Ribeiro,40.0,884616,Witney Carson,Actor/Actress,United States,42.0,0.09829071035142682,0.125
19,4,percent,Tommy Chong,28.0,1034370,Peta Murgatroyd,Comedian,Canada,76.0,0.1149300510800227,0.0875
19,4,percent,Betsey Johnson,29.0,126170,Tony Dovolani,Fashion Designer,United States,72.0,0.014018895119508943,0.090625
19,4,percent,Michael Waltrip,25.0,1118515,Emma Slater,Racing Driver,United States,51.0,0.12427949967977764,0.078125
19,4,percent,Bethany Mota,33.0,954344,Derek Hough,Social Media Personality,United States,18.0,0.10603826935034193,0.103125
19,4,percent,Sadie Robertson,37.0,900718,Mark Ballas,TV Personality,United States,17.0,0.10007982225769878,0.115625
19,6,percent,Antonio Sabato Jr.,28.0,1348396,Cheryl Burke,Actor/Actress,Italy,42.0,0.1348396539358616,0.09556313993174062
19,6,percent,Jonathan Bennett,32.0,138591,Allison Holker,Actor/Actress,United States,33.0,0.013859105543642218,0.10921501706484642
19,6,percent,Lea Thompson,32.0,1240381,Artem Chigvintsev,Actor/Actress,United States,53.0,0.12403814961525984,0.10921501706484642
19,6,percent,Janel Parrish,33.0,1212289,Valentin Chmerkovskiy,Actor/Actress,United States,25.0,0.12122894849157939,0.11262798634812286
19,6,percent,Alfonso Ribeiro,39.0,1098648,Witney Carson,Actor/Actress,United States,42.0,0.10986484394593758,0.13310580204778158
19,6,percent,Tommy Chong,28.0,1357479,Peta Murgatroyd,Comedian,Canada,76.0,0.1357479542991817,0.09556313993174062
19,6,percent,Michael Waltrip,30.0,1296503,Emma Slater,Racing Driver,United States,51.0,0.12965035186014073,0.10238907849829351
19,6,percent,Bethany Mota,36.0,1146810,Derek Hough,Social Media Personality,United States,18.0,0.11468104587241836,0.12286689419795221
19,6,percent,Sadie Robertson,35.0,1160899,Mark Ballas,TV Personality,United States,17.0,0.11608994643597857,0.11945392491467577
19,7,percent,Antonio Sabato Jr.,29.5,192458,Cheryl Burke,Actor/Actress,Italy,42.0,0.01924580769832308,0.11411992263056092
19,7,percent,Lea Thompson,35.0,1355889,Artem Chigvintsev,Actor/Actress,United States,53.0,0.1355889542355817,0.13539651837524178
19,7,percent,Janel Parrish,33.5,1365175,Valentin Chmerkovskiy,Actor/Actress,United States,25.0,0.13651755460702183,0.12959381044487428
19,7,percent,Alfonso Ribeiro,34.0,1350129,Witney Carson,Actor/Actress,United States,42.0,0.1350129540051816,0.13152804642166344
19,7,percent,Tommy Chong,30.0,1457082,Peta Murgatroyd,Comedian,Canada,76.0,0.1457082582833033,0.11605415860735009
19,7,percent,Michael Waltrip,28.0,1536147,Emma Slater,Racing Driver,United States,51.0,0.15361476144590458,0.10831721470019343
19,7,percent,Bethany Mota,37.5,1318765,Derek Hough,Social Media Personality,United States,18.0,0.1318765527506211,0.1450676982591876
19,7,percent,Sadie Robertson,31.0,1424351,Mark Ballas,TV Personality,United States,17.0,0.14243515697406278,0.11992263056092843
19,8,percent,Lea Thompson,32.0,1673818,Artem Chigvintsev,Actor/Actress,United States,53.0,0.16738188369094184,0.12903225806451613
19,8,percent,Janel Parrish,43.0,1531729,Valentin Chmerkovskiy,Actor/Actress,United States,25.0,0.1531729765864883,0.17338709677419356
19,8,percent,Alfonso Ribeiro,41.0,1568108,Witney Carson,Actor/Actress,United States,42.0,0.1568108784054392,0.16532258064516128
19,8,percent,Tommy Chong,29.0,1749904,Peta Murgatroyd,Comedian,Canada,76.0,0.17499048749524374,0.11693548387096774
19,8,percent,Michael Waltrip,25.0,358701,Emma Slater,Racing Driver,United States,51.0,0.03587011793505897,0.10080645161290322
19,8,percent,Bethany Mota,40.0,1547971,Derek Hough,Social Media Personality,United States,18.0,0.1547971773985887,0.16129032258064516
19,8,percent,Sadie Robertson,38.0,1569764,Mark Ballas,TV Personality,United States,17.0,0.15697647848823926,0.1532258064516129
19,9,percent,Lea Thompson,35.0,290342,Artem Chigvintsev,Actor/Actress,United States,53.0,0.02903420871026261,0.16355140186915887
19,9,percent,Janel Parrish,38.5,1844353,Valentin Chmerkovskiy,Actor/Actress,United States,25.0,0.1844353553306066,0.17990654205607476
19,9,percent,Alfonso Ribeiro,38.5,1842013,Witney Carson,Actor/Actress,United States,42.0,0.18420135526040657,0.17990654205607476
19,9,percent,Tommy Chong,28.5,2252242,Peta Murgatroyd,Comedian,Canada,76.0,0.22522426756728026,0.13317757009345793
19,9,percent,Bethany Mota,37.0,1881024,Derek Hough,Social Media Personality,United States,18.0,0.18810245643073692,0.17289719626168223
19,9,percent,Sadie Robertson,36.5,1890023,Mark Ballas,TV Personality,United States,17.0,0.189002356700707,0.1705607476635514
19,10,percent,Janel Parrish,39.0,3743386,Valentin Chmerkovskiy,Actor/Actress,United States,25.0,0.23396166886781292,0.2136986301369863
19,10,percent,Alfonso Ribeiro,37.5,3830509,Witney Carson,Actor/Actress,United States,42.0,0.23940685738878575,0.2054794520547945
19,10,percent,Tommy Chong,31.0,801042,Peta Murgatroyd,Comedian,Canada,76.0,0.0500651343872127,0.16986301369863013
19,10,percent,Bethany Mota,38.0,3776381,Derek Hough,Social Media Personality,United States,18.0,0.23602385675447315,0.20821917808219179
19,10,percent,Sadie Robertson,37.0,3848679,Mark Ballas,TV Personality,United States,17.0,0.24054248260171548,0.20273972602739726
19,11,percent,Janel Parrish,38.9998,5058379,Valentin Chmerkovskiy,Actor/Actress,United States,25.0,0.31614872701859087,0.24946620355267282
19,11,percent,Alfonso Ribeiro,40.0,4921703,Witney Carson,Actor/Actress,United States,42.0,0.3076064759508095,0.255864084998049
19,11,percent,Bethany Mota,38.0,1034836,Derek Hough,Social Media Personality,United States,18.0,0.06467725808465725,0.2430708807481466
19,11,percent,Sadie Robertson,39.3332,4985080,Mark Ballas,TV Personality,United States,17.0,0.31156753894594236,0.25159883070113154
20,2,percent,Suzanne Somers,28.0,847073,Tony Dovolani,Actor/Actress,United States,68.0,0.0941192849684122,0.08069164265129683
20,2,percent,Willow Shields,32.0,742817,Mark Ballas,Actor/Actress,United States,14.0,0.08253527724574039,0.09221902017291066
20,2,percent,Riker Lynch,32.0,726904,Allison Holker,Actor/Actress,United States,23.0,0.08076716495588775,0.09221902017291066
20,2,percent,Rumer Willis,32.0,720039,Valentin Chmerkovskiy,Actor/Actress,United States,26.0,0.08000438666959112,0.09221902017291066
20,2,percent,Nastia Liukin,34.0,699649,Derek Hough,Athlete,Russia,25.0,0.07773882960366418,0.09798270893371758
20,2,percent,Michael Sam,28.0,819917,Peta Murgatroyd,Athlete,United States,25.0,0.09110194962352197,0.08069164265129683
20,2,percent,Robert Herjavec,28.0,828053,Kym Johnson,Entrepreneur,Croatia,52.0,0.09200595022618904,0.08069164265129683
20,2,percent,Charlotte McKinney,26.0,886955,Keo Motsepe,Model,United States,21.0,0.09855062125596972,0.07492795389048991
20,2,percent,Noah Galloway,27.0,849779,Sharna Burgess,Motivational Speaker,United States,33.0,0.09441995183552344,0.07780979827089338
20,2,percent,Redfoo,31.0,59165,Emma Slater,Singer/Rapper,United States,39.0,0.0065738932714844035,0.0893371757925072
20,2,percent,Patti LaBelle,28.0,826730,Artem Chigvintsev,Singer/Rapper,United States,70.0,0.09185895012818897,0.08069164265129683
20,2,percent,Chris Soules,21.0,992913,Witney Carson,TV Personality,United States,33.0,0.1103237402158268,0.06051873198847262
20,3,percent,Suzanne Somers,25.0,915971,Tony Dovolani,Actor/Actress,United States,68.0,0.10177462340530449,0.07987220447284345
20,3,percent,Willow Shields,32.0,854654,Mark Ballas,Actor/Actress,United States,14.0,0.09496161886330147,0.10223642172523961
20,3,percent,Riker Lynch,34.0,848351,Allison Holker,Actor/Actress,United States,23.0,0.09426128506307893,0.10862619808306709
20,3,percent,Rumer Willis,33.0,850294,Valentin Chmerkovskiy,Actor/Actress,United States,26.0,0.09447717409589385,0.10543130990415335
20,3,percent,Nastia Liukin,34.0,861134,Derek Hough,Athlete,Russia,25.0,0.09568161934330179,0.10862619808306709
20,3,percent,Michael Sam,24.0,943846,Peta Murgatroyd,Athlete,United States,25.0,0.10487184769234291,0.07667731629392971
20,3,percent,Robert Herjavec,29.0,864959,Kym Johnson,Entrepreneur,Croatia,52.0,0.0961066196266353,0.0926517571884984
20,3,percent,Charlotte McKinney,22.0,139010,Keo Motsepe,Model,United States,21.0,0.015445565852599458,0.07028753993610223
20,3,percent,Noah Galloway,30.0,859562,Sharna Burgess,Motivational Speaker,United States,33.0,0.0955069525601906,0.09584664536741214
20,3,percent,Patti LaBelle,22.0,987835,Artem Chigvintsev,Singer/Rapper,United States,70.0,0.10975951761745618,0.07028753993610223
20,3,percent,Chris Soules,28.0,874378,Witney Carson,TV Personality,United States,33.0,0.09715317587989503,0.08945686900958466
20,4,percent,Suzanne Somers,28.0,1081511,Tony Dovolani,Actor/Actress,United States,68.0,0.12016795564886425,0.08615384615384615
20,4,percent,Willow Shields,39.0,915246,Mark Ballas,Actor/Actress,United States,14.0,0.10169405649669805,0.12
20,4,percent,Riker Lynch,34.0,956442,Allison Holker,Actor/Actress,United States,23.0,0.10627139237299577,0.10461538461538461
20,4,percent,Rumer Willis,35.0,942618,Valentin Chmerkovskiy,Actor/Actress,United States,26.0,0.10473539151966195,0.1076923076923077
20,4,percent,Nastia Liukin,36.0,931222,Derek Hough,Athlete,Russia,25.0,0.10346916859398256,0.11076923076923077
20,4,percent,Michael Sam,30.0,115785,Peta Murgatroyd,Athlete,United States,25.0,0.012865007147226193,0.09230769230769231
20,4,percent,Robert Herjavec,34.0,946507,Kym Johnson,Entrepreneur,Croatia,52.0,0.10516750287083493,0.10461538461538461
20,4,percent,Noah Galloway,32.0,973599,Sharna Burgess,Motivational Speaker,United States,33.0,0.10817772676540376,0.09846153846153846
20,4,percent,Patti LaBelle,30.0,1025147,Artem Chigvintsev,Singer/Rapper,United States,70.0,0.1139052855029364,0.09230769230769231
20,4,percent,Chris Soules,27.0,1111918,Witney Carson,TV Personality,United States,33.0,0.12354651308139615,0.08307692307692308
20,5,percent,Suzanne Somers,28.0,171204,Tony Dovolani,Actor/Actress,United States,68.0,0.01712040684816274,0.0989399293286219
20,5,percent,Willow Shields,34.0,1141178,Mark Ballas,Actor/Actress,United States,14.0,0.11411784564713826,0.12014134275618374
20,5,percent,Riker Lynch,38.0,1117467,Allison Holker,Actor/Actress,United States,23.0,0.11174674469869789,0.13427561837455831
20,5,percent,Rumer Willis,39.0,1126981,Valentin Chmerkovskiy,Actor/Actress,United States,26.0,0.11269814507925803,0.13780918727915195
20,5,percent,Nastia Liukin,38.0,1111953,Derek Hough,Athlete,Russia,25.0,0.1111953444781378,0.13427561837455831
20,5,percent,Robert Herjavec,24.0,1413878,Kym Johnson,Entrepreneur,Croatia,52.0,0.14138785655514263,0.08480565371024736
20,5,percent,Noah Galloway,28.0,1283398,Sharna Burgess,Motivational Speaker,United States,33.0,0.12833985133594053,0.0989399293286219
20,5,percent,Patti LaBelle,27.0,1324235,Artem Chigvintsev,Singer/Rapper,United States,70.0,0.13242355296942118,0.09540636042402827
20,5,percent,Chris Soules,27.0,1309702,Witney Carson,TV Personality,United States,33.0,0.13097025238810095,0.09540636042402827
20,6,percent,Willow Shields,36.5,1368384,Mark Ballas,Actor/Actress,United States,14.0,0.1368384547353819,0.12897526501766785
20,6,percent,Riker Lynch,38.0,1349335,Allison Holker,Actor/Actress,United States,23.0,0.13493355397342158,0.13427561837455831
20,6,percent,Rumer Willis,35.5,1415061,Valentin Chmerkovskiy,Actor/Actress,United States,26.0,0.14150615660246263,0.1254416961130742
20,6,percent,Nastia Liukin,36.5,1373428,Derek Hough,Athlete,Russia,25.0,0.13734285493714196,0.12897526501766785
20,6,percent,Robert Herjavec,33.5,1463094,Kym Johnson,Entrepreneur,Croatia,52.0,0.1463094585237834,0.11837455830388692
20,6,percent,Noah Galloway,34.0,1444543,Sharna Burgess,Motivational Speaker,United States,33.0,0.14445435778174312,0.12014134275618374
20,6,percent,Patti LaBelle,34.0,169722,Artem Chigvintsev,Singer/Rapper,United States,70.0,0.016972206788882716,0.12014134275618374
20,6,percent,Chris Soules,35.0,1416429,Witney Carson,TV Personality,United States,33.0,0.14164295665718266,0.12367491166077739
20,7,percent,Willow Shields,39.0,190583,Mark Ballas,Actor/Actress,United States,14.0,0.019058305717491716,0.15354330708661418
20,7,percent,Riker Lynch,37.0,1588472,Allison Holker,Actor/Actress,United States,23.0,0.1588472476541743,0.14566929133858267
20,7,percent,Rumer Willis,37.0,1599785,Valentin Chmerkovskiy,Actor/Actress,United States,26.0,0.1599785479935644,0.14566929133858267
20,7,percent,Nastia Liukin,41.0,1447471,Derek Hough,Athlete,Russia,25.0,0.14474714342414302,0.16141732283464566
20,7,percent,Robert Herjavec,31.0,1826598,Kym Johnson,Entrepreneur,Croatia,52.0,0.18265985479795643,0.1220472440944882
20,7,percent,Noah Galloway,38.0,1526706,Sharna Burgess,Motivational Speaker,United States,33.0,0.15267064580119374,0.14960629921259844
20,7,percent,Chris Soules,31.0,1820382,Witney Carson,TV Personality,United States,33.0,0.18203825461147638,0.1220472440944882
20,8,percent,Riker Lynch,39.0,2162530,Allison Holker,Actor/Actress,United States,23.0,0.216253,0.18439716312056736
20,8,percent,Rumer Willis,40.0,2137639,Valentin Chmerkovskiy,Actor/Actress,United States,26.0,0.2137639,0.18912529550827423
20,8,percent,Nastia Liukin,38.0,2210432,Derek Hough,Athlete,Russia,25.0,0.2210432,0.17966903073286053
20,8,percent,Robert Herjavec,31.0,506381,Kym Johnson,Entrepreneur,Croatia,52.0,0.0506381,0.14657210401891252
20,8,percent,Noah Galloway,31.5,2491073,Sharna Burgess,Motivational Speaker,United States,33.0,0.2491073,0.14893617021276595
20,8,percent,Chris Soules,32.0,491945,Witney Carson,TV Personality,United States,33.0,0.0491945,0.15130023640661938
20,9,percent,Riker Lynch,40.0,3058279,Allison Holker,Actor/Actress,United States,23.0,0.30582796116559224,0.25477707006369427
20,9,percent,Rumer Willis,39.0,3139760,Valentin Chmerkovskiy,Actor/Actress,United States,26.0,0.31397606279521256,0.2484076433121019
20,9,percent,Nastia Liukin,40.0,611981,Derek Hough,Athlete,Russia,25.0,0.061198112239622446,0.25477707006369427
20,9,percent,Noah Galloway,38.0,3189978,Sharna Burgess,Motivational Speaker,United States,33.0,0.31899786379957273,0.24203821656050956
20,10,percent,Riker Lynch,40.0,4215892,Allison Holker,Actor/Actress,United States,23.0,0.26349328293666036,0.3448275862068966
20,10,percent,Rumer Willis,40.0,9883235,Valentin Chmerkovskiy,Actor/Actress,United States,26.0,0.6177022647127831,0.3448275862068966
20,10,percent,Noah Galloway,36.0,1900871,Sharna Burgess,Motivational Speaker,United States,33.0,0.11880445235055655,0.3103448275862069
21,2,percent,Gary Busey,16.5,716349,Anna Trebunskaya,Actor/Actress,United States,71.0,0.10233557142857143,0.06099815157116451
21,2,percent,Alexa PenaVega,23.0,592395,Mark Ballas,Actor/Actress,United States,27.0,0.08462785714285714,0.08502772643253234
21,2,percent,Carlos PenaVega,22.5,590751,Witney Carson,Actor/Actress,United States,26.0,0.084393,0.08317929759704251
21,2,percent,Victor Espinoza,18.5,79808,Karina Smirnoff,Athlete,Mexico,43.0,0.011401142857142858,0.06839186691312385
21,2,percent,Alek Skarlatos,22.5,601218,Lindsay Arnold,Military,United States,22.0,0.08588828571428571,0.08317929759704251
21,2,percent,Chaka Khan,15.0,119885,Keo Motsepe,Singer/Rapper,United States,62.0,0.01712642857142857,0.05545286506469501
21,2,percent,Andy Grammer,22.0,600130,Allison Holker,Singer/Rapper,United States,31.0,0.08573285714285714,0.08133086876155268
21,2,percent,Tamar Braxton,24.5,573015,Valentin Chmerkovskiy,Singer/Rapper,United States,38.0,0.08185928571428572,0.09057301293900184
21,2,percent,Nick Carter,22.5,592393,Sharna Burgess,Singer/Rapper,United States,35.0,0.08462757142857143,0.08317929759704251
21,2,percent,Hayes Grier,22.5,601432,Emma Slater,Social Media Personality,United States,15.0,0.08591885714285714,0.08317929759704251
21,2,percent,Bindi Irwin,24.0,587040,Derek Hough,TV Personality,Australia,17.0,0.08386285714285714,0.08872458410351201
21,2,percent,Kim Zolciak-Biermann,18.5,678844,Tony Dovolani,TV Personality,United States,37.0,0.09697771428571429,0.06839186691312385
21,2,percent,Paula Deen,18.5,666740,Louis van Amstel,TV Personality,United States,68.0,0.09524857142857143,0.06839186691312385
21,4,percent,Gary Busey,16.0,152576,Anna Trebunskaya,Actor/Actress,United States,71.0,0.02179658699756214,0.06779661016949153
21,4,percent,Alexa PenaVega,21.0,791112,Mark Ballas,Actor/Actress,United States,27.0,0.11301608072577195,0.08898305084745763
21,4,percent,Carlos PenaVega,25.0,744296,Witney Carson,Actor/Actress,United States,26.0,0.10632807594862567,0.1059322033898305
21,4,percent,Alek Skarlatos,24.0,752802,Lindsay Arnold,Military,United States,22.0,0.10754321967372833,0.1016949152542373
21,4,percent,Andy Grammer,23.0,760629,Allison Holker,Singer/Rapper,United States,31.0,0.10866136332954524,0.09745762711864407
21,4,percent,Tamar Braxton,27.0,744707,Valentin Chmerkovskiy,Singer/Rapper,United States,38.0,0.10638679027627877,0.11440677966101695
21,4,percent,Nick Carter,27.0,732859,Sharna Burgess,Singer/Rapper,United States,35.0,0.10469421763872688,0.11440677966101695
21,4,percent,Hayes Grier,27.0,744074,Emma Slater,Social Media Personality,United States,15.0,0.10629636164025831,0.11440677966101695
21,4,percent,Bindi Irwin,28.0,745066,Derek Hough,TV Personality,Australia,17.0,0.10643807602719717,0.11864406779661017
21,4,percent,Paula Deen,18.0,831874,Louis van Amstel,TV Personality,United States,68.0,0.11883922774230553,0.07627118644067797
21,6,percent,Alexa PenaVega,30.0,1011983,Mark Ballas,Actor/Actress,United States,27.0,0.12649793824896913,0.09584664536741214
21,6,percent,Carlos PenaVega,38.0,957651,Witney Carson,Actor/Actress,United States,26.0,0.11970643485321743,0.12140575079872204
21,6,percent,Alek Skarlatos,30.0,1015155,Lindsay Arnold,Military,United States,22.0,0.12689443844721923,0.09584664536741214
21,6,percent,Andy Grammer,40.0,949977,Allison Holker,Singer/Rapper,United States,31.0,0.11874718437359219,0.12779552715654952
21,6,percent,Tamar Braxton,40.0,953077,Valentin Chmerkovskiy,Singer/Rapper,United States,38.0,0.11913468456734229,0.12779552715654952
